dark_triad_score
0.89362
0.34043
0.51064
0.2766
0.48936
0.57447
0.82979
0.51064
0.7234
0.7234
0.57447
0.82979
0.48936
0.44681
0.6383
0.17021
0.3617
0.68085
0.7234
0.80851
0.53191
0.70213
0.46809
0.65957
0.42553
0.78723
0.38298
0.7234
0.48936
0.3617
0.3617
0.76596
0.21277
0.3617
0.3617
0.89362
0.42553
0.82979
0.57447
0.55319
0.48936
0.59574
0.42553
0.74468
0.57447
0.55319
0.46809
0.25532
0.40426
0.46809
0.97872
1.0
0.25532
0.7234
0.6383
0.23404
0.38298
0.51064
0.7234
0.57447
0.89362
0.78723
0.70213
0.2766
0.57447
0.2766
0.29787
0.65957
0.78723
0.19149
0.38298
0.40426
0.65957
0.17021
0.3617
0.44681
0.87234
0.51064
0.74468
0.34043
0.78723
0.7234
0.76596
0.68085
0.70213
0.38298
0.40426
0.44681
0.95745
0.31915
0.48936
0.23404
0.82979
0.95745
0.46809
0.68085
0.31915
0.80851
0.21277
0.23404
0.74468
0.6383
0.55319
0.31915
0.42553
0.17021
0.46809
0.23404
0.51064
0.6383
0.3617
0.17021
0.48936
0.51064
0.44681
0.34043
0.38298
0.76596
0.68085
0.85106
0.57447
0.55319
0.53191
0.53191
0.65957
0.87234
0.40426
0.6383
0.85106
0.59574
0.61702
0.85106
0.34043
0.59574
0.85106
0.78723
0.68085
0.51064
0.2766
0.46809
0.6383
0.76596
0.3617
0.6383
0.89362
0.65957
0.08511
0.48936
0.53191
0.34043
0.3617
0.65957
0.51064
0.55319
0.78723
0.51064
0.82979
0.82979
0.68085
0.74468
0.65957
0.59574
0.38298
0.91489
0.7234
0.85106
0.6383
0.08511
0.08511
0.40426
0.87234
0.40426
0.78723
0.61702
0.46809
0.21277
0.3617
0.51064
0.51064
0.51064
0.38298
0.68085
0.2766
0.48936
0.68085
0.59574
0.57447
0.34043
0.76596
0.76596
0.93617
0.48936
0.25532
0.42553
0.44681
0.82979
0.61702
0.40426
0.21277
0.19149
0.68085
0.48936
0.80851
0.48936
0.23404
0.80851
0.7234
0.48936
0.70213
0.6383
0.89362
0.80851
0.68085
0.10638
0.7234
0.40426
0.48936
0.40426
0.68085
0.42553
0.48936
0.44681
0.59574
0.89362
0.65957
0.48936
0.61702
0.48936
0.82979
0.44681
0.61702
0.6383
0.48936
0.68085
0.38298
0.70213
0.10638
0.89362
0.7234
0.40426
0.76596
0.46809
0.46809
0.53191
0.44681
0.59574
0.57447
0.46809
0.44681
0.46809
0.46809
0.34043
0.40426
0.85106
0.7234
0.51064
0.3617
0.51064
0.87234
0.85106
0.59574
0.2766
0.68085
0.87234
0.59574
0.93617
0.70213
0.53191
0.34043
0.57447
0.42553
0.46809
0.51064
0.57447
0.44681
0.93617
0.7234
0.46809
0.76596
0.29787
0.74468
0.51064
0.6383
0.14894
0.53191
0.40426
0.46809
0.55319
0.55319
0.6383
0.48936
0.48936
0.65957
0.38298
0.55319
0.80851
0.70213
0.6383
0.55319
0.68085
0.61702
0.2766
0.61702
0.78723
0.51064
0.10638
0.53191
0.89362
0.48936
0.78723
0.74468
0.6383
0.70213
0.02128
0.57447
0.59574
0.40426
0.74468
0.29787
0.25532
0.87234
0.80851
0.02128
0.53191
0.46809
0.46809
0.25532
0.38298
0.34043
0.6383
0.76596
0.46809
0.38298
0.04255
0.6383
0.17021
0.31915
0.44681
0.51064
0.29787
0.82979
0.40426
0.70213
0.29787
0.65957
0.46809
0.65957
0.57447
0.51064
0.68085
0.74468
0.34043
1.0
0.7234
0.65957
0.48936
0.08511
0.68085
0.85106
0.46809
0.53191
0.51064
0.3617
0.34043
0.12766
0.85106
0.57447
0.19149
0.46809
0.82979
0.34043
0.68085
0.12766
0.57447
0.74468
0.38298
0.40426
0.78723
0.48936
0.38298
0.51064
0.55319
0.51064
0.57447
0.46809
0.7234
0.04255
0.6383
0.57447
0.61702
0.25532
0.89362
0.6383
0.57447
0.65957
0.55319
0.34043
0.82979
0.48936
0.93617
0.65957
0.38298
0.74468
0.68085
0.85106
0.89362
0.78723
0.68085
0.51064
0.6383
0.7234
0.29787
0.48936
0.17021
0.57447
0.31915
0.2766
0.40426
0.48936
0.87234
0.68085
0.46809
0.57447
0.61702
0.29787
0.55319
0.23404
0.74468
0.23404
0.51064
0.61702
0.74468
0.53191
0.3617
0.3617
0.80851
0.74468
0.38298
0.78723
0.70213
0.57447
0.34043
0.51064
0.34043
0.42553
0.70213
0.57447
0.44681
0.55319
0.61702
0.21277
0.42553
0.51064
0.46809
0.51064
0.42553
0.53191
0.59574
0.78723
0.23404
0.76596
0.48936
0.97872
0.7234
0.61702
0.53191
0.53191
0.23404
0.59574
0.85106
0.61702
0.46809
0.6383
0.42553
0.3617
0.91489
0.74468
0.80851
0.76596
0.46809
0.65957
0.38298
0.31915
0.34043
0.89362
0.80851
0.44681
0.25532
0.53191
0.42553
0.59574
0.65957
0.40426
0.46809
0.74468
0.80851
0.3617
0.65957
0.51064
0.34043
0.40426
0.25532
0.6383
0.29787
0.48936
0.78723
0.61702
0.74468
0.61702
0.34043
0.68085
0.2766
0.6383
0.46809
0.6383
0.40426
0.74468
0.44681
0.44681
0.57447
0.53191
0.65957
0.76596
0.2766
0.46809
0.40426
0.55319
0.3617
0.57447
0.68085
0.68085
0.80851
0.19149
0.3617
0.34043
0.6383
0.70213
0.21277
0.42553
0.44681
0.89362
0.21277
0.57447
0.78723
0.6383
0.59574
0.3617
0.38298
0.46809
0.70213
0.53191
0.61702
0.85106
0.78723
0.51064
0.61702
0.38298
0.53191
0.23404
0.46809
0.74468
0.29787
0.76596
0.74468
0.74468
0.51064
0.95745
0.34043
0.65957
0.78723
0.68085
0.80851
0.6383
0.70213
0.55319
0.89362
0.31915
0.68085
0.74468
0.44681
0.2766
0.53191
0.65957
0.2766
0.7234
0.46809
0.65957
0.48936
0.31915
0.48936
0.7234
0.48936
0.65957
0.70213
0.25532
0.48936
0.46809
0.55319
0.7234
0.23404
0.74468
0.31915
0.46809
0.40426
0.59574
0.65957
0.31915
0.53191
0.87234
0.68085
0.87234
0.40426
0.44681
0.44681
0.21277
0.59574
0.46809
0.80851
0.61702
0.70213
0.65957
0.87234
0.57447
0.48936
0.59574
0.2766
0.46809
0.74468
0.78723
0.82979
0.51064
0.40426
0.40426
0.55319
0.55319
0.34043
0.93617
0.7234
0.93617
0.97872
0.74468
0.97872
0.76596
0.6383
0.31915
0.23404
0.59574
0.74468
0.42553
0.14894
0.40426
0.53191
0.78723
0.68085
0.76596
0.95745
0.25532
0.40426
0.29787
0.57447
0.51064
0.51064
0.31915
0.6383
0.51064
0.57447
0.48936
0.82979
0.6383
0.38298
0.59574
0.34043
0.76596
0.53191
0.29787
0.48936
0.76596
0.02128
0.44681
0.7234
0.40426
0.51064
0.89362
0.34043
0.14894
0.40426
0.48936
0.7234
0.80851
0.48936
0.57447
0.59574
0.65957
0.89362
0.51064
0.31915
0.87234
0.34043
0.2766
0.89362
0.06383
0.68085
0.42553
0.59574
0.48936
0.59574
0.76596
0.3617
0.44681
0.85106
0.25532
0.68085
0.25532
0.40426
0.76596
0.2766
0.89362
0.46809
0.68085
0.55319
0.21277
0.57447
0.48936
0.44681
0.23404
0.57447
0.76596
0.76596
0.55319
0.61702
0.65957
0.65957
0.70213
0.25532
0.93617
0.3617
0.74468
0.51064
0.3617
0.57447
0.44681
0.95745
0.89362
0.74468
0.78723
0.78723
0.44681
0.2766
0.34043
0.38298
0.14894
0.38298
0.65957
0.48936
0.40426
0.85106
0.95745
0.6383
0.97872
0.53191
0.40426
0.80851
0.40426
0.53191
0.7234
0.6383
0.3617
0.91489
0.42553
0.31915
0.55319
0.68085
0.70213
0.34043
0.82979
0.7234
0.80851
0.7234
0.61702
0.70213
0.46809
0.25532
0.25532
0.87234
0.85106
0.2766
0.65957
0.31915
0.78723
0.65957
0.59574
0.34043
0.34043
0.3617
0.65957
0.97872
0.87234
0.42553
0.82979
0.44681
0.65957
0.55319
0.70213
0.59574
0.57447
0.46809
0.70213
0.78723
0.44681
0.91489
0.68085
0.93617
0.19149
0.89362
0.89362
0.89362
0.2766
0.61702
0.95745
0.57447
0.7234
0.44681
0.48936
0.74468
0.55319
0.7234
0.48936
0.42553
0.89362
0.85106
0.12766
0.95745
0.53191
0.91489
0.3617
0.48936
0.19149
0.46809
0.34043
0.68085
0.34043
0.7234
0.48936
0.61702
0.55319
0.42553
0.53191
0.87234
0.42553
0.51064
0.40426
0.87234
0.21277
0.70213
0.21277
0.44681
0.91489
0.76596
0.78723
0.65957
0.42553
0.3617
0.48936
0.6383
0.48936
0.19149
0.7234
0.44681
0.78723
0.29787
0.97872
0.34043
0.59574
0.76596
0.53191
0.25532
0.3617
0.57447
0.31915
0.3617
0.40426
0.6383
0.40426
0.42553
0.76596
0.65957
0.80851
0.51064
0.29787
0.40426
0.38298
0.76596
0.80851
0.6383
0.80851
0.70213
0.74468
0.89362
0.65957
0.55319
0.82979
0.82979
0.85106
0.23404
0.46809
0.31915
0.74468
0.7234
0.25532
0.51064
0.04255
0.91489
0.25532
0.42553
0.59574
0.55319
0.25532
0.91489
0.78723
0.40426
0.7234
0.59574
0.61702
0.7234
0.55319
0.76596
0.44681
0.57447
0.59574
0.42553
0.38298
0.93617
0.78723
0.57447
0.82979
0.59574
0.6383
0.76596
0.38298
0.6383
0.48936
0.68085
0.42553
0.55319
0.65957
0.34043
0.76596
0.38298
0.38298
0.55319
0.46809
0.7234
0.44681
0.53191
0.34043
0.17021
0.80851
0.68085
0.76596
0.95745
0.44681
0.29787
0.51064
0.57447
0.55319
0.04255
0.51064
0.19149
0.12766
0.70213
0.53191
0.65957
0.38298
0.80851
0.65957
0.42553
0.7234
0.74468
0.65957
0.65957
0.46809
0.10638
0.97872
0.53191
0.61702
0.19149
0.42553
0.53191
0.65957
0.53191
0.3617
0.46809
0.42553
0.53191
0.78723
0.40426
0.3617
0.65957
0.68085
0.53191
0.68085
0.76596
0.53191
0.61702
0.51064
0.76596
0.3617
0.82979
0.6383
0.78723
0.57447
0.25532
0.6383
0.89362
0.51064
0.48936
0.42553
0.7234
0.12766
0.46809
0.19149
0.74468
0.7234
0.93617
0.31915
0.97872
0.25532
0.65957
0.70213
0.44681
0.25532
0.51064
0.2766
0.76596
0.48936
0.55319
0.61702
0.74468
0.74468
0.68085
0.44681
0.85106
0.53191
0.97872
0.44681
0.48936
0.38298
0.53191
0.59574
0.6383
0.7234
0.76596
0.61702
0.17021
0.3617
0.51064
0.48936
0.48936
0.55319
0.38298
0.97872
0.7234
0.65957
0.68085
0.65957
0.34043
0.59574
0.44681
0.42553
0.34043
0.68085
0.29787
0.93617
0.3617
0.85106
0.89362
0.31915
0.59574
0.57447
0.65957
0.25532
0.91489
0.46809
0.40426
0.23404
0.53191
0.51064
0.51064
0.57447
0.31915
0.3617
0.3617
0.34043
0.76596
0.48936
0.48936
0.7234
0.53191
0.51064
0.91489
0.68085
0.34043
0.91489
0.70213
0.53191
0.55319
0.95745
0.93617
0.76596
0.53191
0.68085
0.68085
0.61702
0.3617
0.7234
0.3617
0.42553
0.46809
0.7234
0.65957
0.59574
0.48936
0.76596
0.40426
0.7234
0.44681
0.57447
0.70213
0.80851
0.55319
0.61702
0.44681
0.55319
0.74468
0.46809
0.53191
0.53191
0.59574
0.59574
0.7234
0.46809
0.6383
0.80851
0.53191
0.59574
0.68085
0.3617
0.34043
0.25532
0.57447
0.40426
0.44681
0.34043
0.55319
0.38298
0.74468
0.61702
0.61702
0.61702
0.65957
0.42553
0.51064
0.65957
0.55319
0.59574
0.53191
0.46809
0.3617
0.48936
0.44681
0.44681
0.61702
0.6383
0.68085
0.29787
0.6383
0.40426
0.55319
0.55319
0.42553
0.91489
0.34043
0.7234
0.78723
0.40426
0.3617
0.40426
0.55319
0.87234
0.48936
0.97872
0.82979
0.6383
0.89362
0.48936
0.25532
0.46809
0.42553
0.59574
0.42553
0.82979
0.57447
0.6383
0.70213
0.3617
0.51064
0.31915
0.70213
0.44681
0.74468
0.55319
0.68085
0.65957
0.89362
