accuracy
1.0
0.89899
0.06061
0.84848
0.94949
0.49495
0.79798
0.69697
0.74747
0.84848
0.93939
0.89899
1.0
1.0
0.65657
0.84848
0.49495
0.88889
0.64646
0.69697
0.74747
0.74747
0.74747
0.92929
0.74747
0.89899
0.84848
1.0
0.91919
0.79798
1.0
0.84848
0.59596
0.77778
0.84848
0.94949
1.0
1.0
0.94949
0.9798
0.07071
0.89899
0.94949
0.71717
0.74747
0.84848
0.79798
0.9899
0.79798
1.0
0.74747
0.84848
0.84848
0.9798
0.69697
0.79798
0.79798
0.94949
1.0
0.64646
0.88889
0.79798
0.94949
0.84848
1.0
0.89899
0.79798
0.29293
0.59596
0.69697
0.79798
0.94949
0.79798
0.84848
0.79798
1.0
0.89899
0.59596
0.69697
0.94949
0.89899
0.94949
0.9798
0.49495
0.9697
0.49495
0.89899
0.84848
0.74747
1.0
0.74747
0.89899
0.79798
0.69697
0.79798
0.94949
1.0
0.89899
0.79798
0.84848
0.94949
1.0
0.89899
0.89899
0.89899
0.74747
0.89899
0.91919
0.84848
0.79798
0.84848
0.94949
0.94949
0.64646
1.0
0.84848
0.69697
0.49495
0.79798
0.69697
0.84848
1.0
1.0
0.94949
0.9899
0.89899
0.94949
0.79798
0.9899
0.79798
0.89899
0.89899
0.49495
0.79798
0.49495
0.89899
0.79798
0.74747
0.94949
1.0
0.69697
0.74747
0.89899
0.69697
0.84848
1.0
1.0
0.74747
0.79798
0.89899
0.74747
0.74747
0.79798
0.89899
0.94949
0.74747
1.0
0.49495
0.9596
0.89899
0.89899
0.49495
0.9798
0.69697
0.34343
1.0
0.74747
0.89899
0.79798
0.89899
0.89899
0.84848
0.79798
0.89899
0.89899
0.86869
0.14141
0.84848
0.84848
0.69697
0.69697
0.79798
0.74747
0.89899
1.0
0.84848
1.0
0.69697
0.94949
0.9899
0.79798
0.89899
0.89899
1.0
0.74747
0.9596
0.94949
0.74747
1.0
0.79798
0.79798
0.07071
0.9697
1.0
0.88889
0.89899
0.89899
0.69697
0.76768
0.89899
0.89899
0.89899
0.86869
0.86869
1.0
0.84848
0.84848
0.89899
0.94949
0.79798
0.87879
0.79798
0.94949
0.89899
0.9899
0.59596
0.64646
0.79798
1.0
0.89899
1.0
0.69697
0.89899
0.79798
0.9697
0.89899
0.79798
0.49495
0.89899
0.74747
0.84848
0.44444
1.0
0.89899
0.9798
0.49495
0.89899
0.9899
0.79798
1.0
0.94949
0.49495
0.69697
0.89899
0.89899
1.0
0.89899
0.84848
0.77778
0.49495
0.79798
0.59596
0.69697
1.0
0.79798
0.94949
0.24242
0.49495
0.79798
1.0
0.74747
1.0
0.9798
0.94949
0.89899
1.0
0.79798
0.74747
0.89899
1.0
0.79798
0.93939
0.84848
0.84848
0.74747
0.89899
0.89899
0.94949
1.0
0.69697
0.89899
0.88889
0.69697
0.89899
0.69697
0.49495
0.89899
0.94949
0.59596
0.74747
0.76768
0.74747
0.89899
1.0
0.9899
0.89899
0.9697
0.94949
0.89899
0.59596
0.89899
0.79798
0.79798
0.89899
0.69697
0.69697
0.89899
0.84848
0.89899
0.9899
0.79798
0.94949
0.79798
0.79798
0.94949
1.0
0.79798
0.84848
0.69697
0.9899
0.64646
0.88889
0.69697
0.9899
0.39394
0.89899
0.75758
0.92929
0.79798
0.88889
1.0
0.9899
0.79798
0.84848
0.94949
0.89899
0.89899
0.79798
0.94949
0.89899
0.59596
1.0
0.94949
0.69697
0.94949
0.79798
0.79798
0.94949
0.89899
0.59596
0.69697
0.89899
0.79798
0.84848
0.79798
0.84848
0.49495
0.74747
0.94949
0.79798
1.0
0.84848
0.9899
0.89899
0.84848
0.59596
0.84848
1.0
0.74747
1.0
1.0
0.64646
1.0
0.74747
0.69697
0.94949
0.59596
0.79798
1.0
0.89899
0.74747
0.64646
0.82828
0.79798
0.39394
0.79798
0.19192
0.89899
0.89899
0.9899
0.94949
0.9596
0.79798
0.84848
0.49495
1.0
1.0
0.88889
0.78788
0.74747
1.0
0.79798
0.69697
0.89899
0.89899
0.64646
0.94949
0.89899
0.89899
0.79798
0.9697
0.89899
1.0
0.79798
0.89899
0.69697
0.94949
0.79798
1.0
0.49495
0.84848
0.94949
1.0
0.89899
0.94949
0.9899
0.79798
0.69697
0.89899
0.89899
1.0
0.07071
1.0
0.94949
0.89899
1.0
0.9899
0.88889
0.93939
0.91919
0.89899
0.84848
0.79798
0.49495
0.49495
0.78788
0.49495
0.89899
1.0
0.79798
0.79798
0.89899
0.89899
0.89899
0.06061
0.69697
0.84848
0.94949
0.89899
0.89899
0.89899
0.89899
0.9899
0.9899
0.79798
1.0
0.94949
0.89899
0.64646
0.79798
0.79798
0.59596
1.0
0.83838
0.89899
1.0
0.79798
0.84848
0.94949
0.84848
0.79798
0.74747
0.89899
0.84848
0.89899
0.77778
0.89899
0.84848
0.89899
0.39394
0.79798
0.69697
0.9798
0.87879
0.89899
0.84848
1.0
1.0
0.79798
0.79798
0.89899
0.87879
0.84848
1.0
0.89899
0.89899
0.74747
0.89899
1.0
0.89899
0.9596
0.89899
0.89899
0.94949
0.74747
0.9697
0.66667
0.89899
0.59596
0.84848
0.49495
0.89899
0.77778
0.59596
1.0
0.79798
1.0
1.0
0.39394
0.94949
0.89899
0.59596
0.89899
1.0
0.94949
0.79798
0.9899
0.89899
0.79798
0.92929
0.84848
0.94949
1.0
0.9899
0.94949
0.79798
0.74747
0.69697
0.77778
0.79798
0.84848
0.84848
0.0101
0.89899
0.84848
0.79798
0.74747
0.84848
1.0
0.9697
0.29293
1.0
0.79798
0.89899
0.89899
0.69697
0.69697
0.89899
0.79798
0.79798
1.0
0.84848
0.89899
0.9899
0.9899
0.89899
0.89899
0.39394
0.69697
0.84848
0.49495
1.0
0.79798
1.0
0.79798
0.49495
0.64646
0.69697
1.0
0.94949
1.0
0.64646
0.84848
0.59596
0.69697
0.79798
0.94949
0.79798
0.84848
0.67677
0.89899
0.94949
0.9798
0.74747
1.0
0.79798
0.49495
1.0
0.89899
0.89899
0.79798
0.9798
0.79798
0.65657
0.9798
0.9697
0.89899
0.94949
0.84848
0.05051
1.0
0.49495
0.84848
0.79798
0.74747
0.89899
0.89899
0.89899
0.84848
0.89899
0.84848
0.69697
1.0
0.76768
0.89899
0.87879
0.69697
0.89899
0.89899
0.89899
0.69697
0.89899
0.44444
0.89899
0.79798
0.89899
0.84848
1.0
0.08081
1.0
0.79798
0.84848
1.0
0.84848
0.49495
0.89899
0.94949
0.74747
0.79798
0.89899
0.79798
0.84848
0.49495
0.79798
0.94949
0.84848
0.86869
0.89899
0.19192
0.69697
1.0
0.94949
0.89899
0.89899
0.84848
0.79798
0.94949
0.78788
0.79798
0.24242
0.79798
0.84848
0.89899
0.84848
0.74747
0.49495
0.89899
0.74747
0.89899
1.0
0.84848
0.88889
0.89899
1.0
0.84848
0.94949
1.0
0.89899
0.84848
0.79798
0.89899
0.49495
0.89899
0.84848
0.79798
0.89899
0.08081
0.79798
0.89899
0.88889
1.0
0.79798
0.79798
0.89899
0.9798
0.86869
0.79798
0.89899
0.94949
0.79798
0.49495
0.49495
0.89899
1.0
0.84848
0.49495
0.29293
0.84848
0.79798
0.29293
0.79798
0.69697
0.84848
0.79798
1.0
1.0
0.49495
0.89899
0.84848
0.39394
0.9899
0.79798
1.0
0.94949
0.9697
0.79798
0.69697
0.69697
0.94949
0.69697
0.89899
0.79798
0.89899
0.94949
1.0
0.89899
0.89899
0.84848
0.74747
0.59596
0.79798
0.69697
0.74747
0.94949
0.89899
