accuracy
1.0
0.79798
0.84848
0.74747
0.89899
0.79798
0.84848
0.94949
0.89899
0.64646
0.79798
0.94949
0.82828
0.89899
0.84848
0.06061
0.94949
0.84848
1.0
0.74747
0.89899
0.84848
0.84848
0.94949
0.9798
1.0
0.77778
0.74747
1.0
0.79798
0.89899
1.0
0.89899
0.79798
0.89899
0.77778
0.79798
0.79798
0.89899
0.9798
1.0
1.0
0.84848
0.49495
0.69697
0.84848
0.89899
1.0
0.94949
0.94949
0.74747
1.0
0.84848
1.0
0.49495
0.75758
0.69697
0.89899
0.74747
0.84848
0.89899
0.79798
0.79798
0.69697
0.94949
0.82828
0.79798
0.84848
0.77778
0.59596
0.89899
0.79798
0.84848
1.0
0.92929
0.79798
0.91919
0.79798
0.9899
0.79798
0.79798
0.69697
0.94949
0.69697
0.74747
0.59596
1.0
0.89899
0.69697
0.49495
0.89899
0.79798
0.84848
0.89899
1.0
0.29293
0.69697
0.87879
1.0
1.0
1.0
0.83838
0.59596
0.79798
0.47475
0.34343
0.69697
0.79798
1.0
0.69697
0.89899
0.49495
0.88889
0.94949
0.79798
0.84848
0.49495
0.69697
1.0
0.9697
0.79798
0.59596
0.9899
0.90909
1.0
0.89899
0.88889
0.69697
0.76768
0.74747
0.69697
0.66667
0.89899
0.79798
0.69697
0.89899
0.89899
1.0
0.69697
0.84848
0.84848
0.89899
0.89899
0.84848
0.79798
0.79798
0.89899
0.74747
0.94949
0.79798
1.0
0.74747
0.89899
1.0
0.74747
0.29293
0.89899
0.74747
0.81818
0.89899
0.79798
0.94949
0.82828
0.79798
1.0
0.89899
0.79798
0.84848
0.74747
0.84848
0.19192
0.94949
0.69697
0.69697
0.94949
0.89899
0.74747
0.79798
0.89899
0.79798
0.74747
0.74747
0.61616
0.79798
0.89899
0.89899
0.84848
0.93939
0.94949
1.0
0.89899
0.89899
0.79798
0.74747
0.89899
0.79798
1.0
0.84848
0.79798
0.89899
0.89899
1.0
0.69697
0.69697
0.79798
0.94949
1.0
0.9697
0.69697
0.79798
1.0
0.84848
0.79798
0.74747
1.0
0.69697
0.9697
0.84848
0.79798
1.0
0.23232
1.0
0.74747
0.89899
0.24242
0.79798
0.87879
0.74747
0.89899
0.69697
0.69697
0.94949
0.9798
1.0
0.79798
0.94949
0.89899
0.86869
0.94949
0.79798
0.74747
0.49495
1.0
1.0
0.89899
0.9798
0.74747
0.79798
0.79798
0.84848
0.89899
1.0
0.84848
0.87879
1.0
0.9899
0.74747
0.89899
0.79798
0.9899
0.49495
0.79798
0.54545
0.74747
0.89899
1.0
0.49495
0.89899
0.79798
0.86869
0.79798
0.84848
0.89899
0.89899
0.94949
0.89899
0.74747
1.0
0.79798
0.84848
0.74747
0.89899
0.84848
0.79798
0.89899
1.0
0.59596
0.89899
0.79798
0.89899
0.89899
0.9899
0.69697
0.94949
0.9899
1.0
0.94949
0.79798
0.89899
1.0
0.74747
0.74747
0.9596
0.79798
0.94949
0.89899
0.84848
0.9697
0.64646
0.69697
0.89899
0.68687
0.89899
0.84848
0.89899
0.39394
0.89899
0.74747
0.94949
0.79798
0.94949
0.69697
0.89899
0.64646
0.74747
0.84848
0.9697
0.89899
0.88889
0.79798
0.94949
0.08081
0.50505
0.79798
1.0
0.24242
0.64646
0.90909
0.58586
0.49495
0.89899
0.07071
0.49495
0.87879
0.69697
0.49495
0.79798
0.79798
0.69697
0.89899
1.0
0.79798
0.89899
1.0
0.86869
0.89899
1.0
0.9697
0.79798
1.0
0.84848
0.89899
0.89899
0.79798
0.94949
0.89899
1.0
0.89899
1.0
0.89899
1.0
0.29293
0.54545
0.89899
0.94949
0.84848
0.79798
0.74747
0.74747
0.79798
0.39394
0.79798
1.0
0.79798
0.89899
0.84848
0.85859
0.89899
0.89899
0.49495
0.89899
0.49495
0.89899
0.89899
0.89899
1.0
0.9798
0.84848
0.89899
1.0
0.49495
0.79798
0.89899
0.77778
0.87879
0.89899
0.79798
0.69697
0.89899
0.49495
0.79798
0.69697
0.89899
0.88889
0.49495
0.84848
0.79798
1.0
1.0
0.69697
0.59596
1.0
1.0
0.89899
0.79798
0.66667
0.84848
0.59596
0.89899
1.0
1.0
0.79798
0.49495
1.0
0.79798
0.69697
0.74747
0.84848
0.89899
0.94949
0.94949
0.49495
0.74747
0.89899
0.89899
0.86869
0.89899
0.94949
0.9697
0.79798
0.79798
0.9899
0.79798
0.94949
0.84848
1.0
0.89899
0.24242
0.66667
0.79798
0.94949
0.89899
1.0
0.27273
0.79798
0.49495
0.84848
0.94949
0.9899
0.79798
0.89899
1.0
0.79798
0.69697
0.79798
0.79798
0.84848
1.0
0.84848
0.94949
0.94949
0.84848
0.0404
0.84848
0.9596
0.69697
0.84848
0.77778
0.9596
0.94949
1.0
0.79798
0.74747
0.49495
0.79798
0.88889
0.89899
0.79798
0.69697
0.89899
0.74747
0.81818
0.89899
0.84848
0.89899
0.69697
0.74747
0.69697
0.89899
0.74747
0.79798
1.0
0.89899
0.94949
0.89899
0.89899
0.89899
0.84848
0.79798
0.89899
1.0
0.89899
0.79798
0.9899
0.9798
0.89899
0.79798
0.94949
0.89899
0.89899
0.89899
0.89899
0.9596
0.79798
0.84848
0.79798
0.89899
0.89899
0.84848
0.89899
0.89899
0.89899
1.0
0.79798
0.89899
0.78788
0.64646
0.89899
1.0
0.89899
1.0
0.94949
0.79798
0.89899
1.0
1.0
0.69697
0.89899
0.74747
0.49495
0.79798
0.79798
0.84848
1.0
0.77778
0.79798
0.94949
0.89899
0.69697
0.89899
0.84848
0.74747
0.89899
0.89899
0.79798
0.79798
0.79798
0.59596
0.89899
0.79798
0.89899
0.59596
1.0
0.84848
0.74747
0.49495
1.0
0.94949
0.79798
0.69697
0.79798
0.79798
0.91919
0.69697
0.74747
0.82828
0.74747
0.94949
0.79798
0.89899
0.79798
0.79798
0.79798
1.0
0.80808
0.94949
0.85859
0.69697
0.89899
0.69697
0.74747
0.86869
0.84848
0.77778
0.74747
0.79798
0.84848
0.79798
0.89899
0.74747
0.89899
0.86869
0.69697
0.74747
0.84848
1.0
0.79798
0.74747
0.79798
0.89899
1.0
1.0
0.49495
0.9798
1.0
0.59596
0.94949
0.59596
0.89899
0.74747
0.89899
0.9899
0.49495
0.86869
0.84848
0.79798
0.84848
0.78788
0.79798
0.78788
0.89899
1.0
0.24242
0.77778
0.79798
0.79798
0.79798
0.84848
0.79798
0.07071
0.89899
0.89899
0.94949
0.9697
0.9899
1.0
0.66667
0.79798
0.49495
0.74747
0.84848
0.89899
0.94949
0.84848
0.9899
1.0
0.84848
0.94949
0.49495
0.84848
0.89899
0.74747
0.9596
0.69697
0.89899
0.89899
0.79798
0.89899
0.89899
0.84848
0.74747
0.87879
0.29293
0.84848
0.69697
0.89899
1.0
0.49495
1.0
0.94949
0.84848
0.87879
0.9899
0.9798
0.93939
0.94949
0.94949
0.64646
0.88889
0.89899
0.9899
0.89899
0.89899
0.79798
0.79798
0.69697
0.94949
0.74747
0.89899
0.74747
0.69697
0.84848
0.74747
0.89899
0.79798
0.89899
0.69697
0.79798
0.79798
0.89899
0.89899
0.9899
0.79798
0.49495
0.59596
0.87879
1.0
0.89899
1.0
0.9798
0.86869
0.89899
0.89899
0.79798
0.79798
0.85859
0.69697
1.0
0.79798
0.89899
0.9697
0.49495
1.0
0.49495
0.08081
0.79798
0.87879
0.89899
0.94949
0.79798
0.74747
0.79798
0.74747
0.79798
0.89899
0.9899
1.0
0.29293
0.89899
0.74747
