hyper_sensitive_narcissism_scale
0.39474
0.65789
0.94737
0.28947
0.57895
0.57895
0.44737
0.76316
0.86842
0.63158
0.36842
0.34211
0.81579
0.39474
0.55263
0.68421
0.78947
0.15789
0.5
0.57895
0.57895
0.55263
0.94737
0.52632
0.71053
0.28947
0.42105
0.65789
0.36842
0.26316
0.44737
0.65789
0.21053
0.39474
0.71053
0.31579
0.68421
0.68421
0.73684
0.60526
0.52632
0.81579
0.60526
0.52632
0.47368
0.78947
0.28947
0.97368
0.15789
0.63158
0.63158
0.44737
0.76316
0.68421
0.39474
0.21053
0.68421
0.63158
0.94737
0.76316
0.92105
0.57895
0.68421
0.84211
0.21053
0.47368
0.68421
0.65789
0.86842
0.47368
0.55263
0.60526
0.65789
0.73684
0.63158
0.71053
0.47368
0.65789
0.28947
0.5
0.73684
0.78947
0.5
0.5
0.57895
0.5
0.78947
0.44737
0.73684
0.42105
0.73684
0.55263
0.47368
0.73684
0.86842
0.52632
0.42105
0.60526
0.34211
0.26316
0.60526
0.39474
0.73684
0.18421
0.68421
0.94737
0.34211
0.13158
0.39474
0.26316
0.60526
0.57895
0.5
0.39474
0.5
0.60526
0.81579
0.23684
0.73684
0.34211
0.60526
0.89474
0.60526
0.52632
0.21053
0.44737
0.44737
0.5
0.34211
0.84211
0.52632
0.44737
0.76316
0.5
0.76316
0.63158
0.52632
0.31579
0.81579
0.73684
0.47368
0.47368
0.55263
0.63158
0.60526
0.57895
0.5
0.73684
0.68421
0.68421
0.52632
0.60526
0.39474
0.42105
0.86842
0.68421
0.44737
0.94737
0.81579
0.63158
0.28947
0.76316
0.36842
0.36842
0.92105
0.92105
0.26316
0.81579
0.60526
0.28947
0.57895
0.84211
0.86842
0.31579
0.63158
0.47368
0.55263
0.68421
0.31579
0.68421
0.76316
0.78947
0.71053
0.47368
0.55263
0.36842
0.18421
0.57895
0.5
0.52632
0.63158
0.47368
0.42105
0.57895
0.60526
0.52632
0.81579
0.68421
0.39474
0.52632
0.55263
0.73684
0.42105
0.68421
0.63158
0.57895
0.63158
0.42105
0.52632
0.57895
0.63158
0.31579
0.60526
0.47368
0.86842
0.57895
0.47368
0.86842
0.60526
0.81579
0.5
0.89474
0.76316
0.42105
0.39474
0.68421
0.92105
0.89474
0.18421
0.68421
0.65789
0.73684
0.68421
0.44737
0.15789
0.60526
0.68421
0.5
0.78947
0.78947
0.47368
0.89474
0.55263
0.71053
0.76316
0.73684
0.86842
0.78947
0.47368
0.68421
0.57895
0.84211
0.60526
0.42105
0.52632
0.28947
0.52632
0.44737
0.36842
0.52632
0.39474
0.34211
0.39474
0.57895
0.31579
0.47368
0.76316
0.10526
0.73684
