hyper_sensitive_narcissism_scale
0.5
0.71053
0.84211
0.60526
0.55263
0.47368
0.42105
0.42105
0.81579
0.76316
0.60526
0.60526
0.47368
0.52632
0.76316
0.76316
0.5
0.92105
0.31579
0.42105
0.44737
0.81579
0.47368
0.86842
0.52632
0.57895
0.78947
0.42105
0.60526
0.57895
0.73684
0.5
0.39474
0.65789
0.44737
0.78947
0.52632
0.47368
0.60526
0.71053
0.36842
0.73684
0.57895
0.86842
0.78947
0.47368
0.86842
0.71053
0.78947
0.68421
0.42105
0.97368
0.73684
0.86842
0.73684
0.60526
0.52632
0.28947
0.47368
0.42105
0.89474
0.36842
0.60526
0.65789
0.5
0.78947
0.39474
0.73684
0.34211
0.60526
0.71053
0.39474
0.60526
0.55263
0.63158
0.63158
0.81579
0.65789
0.84211
0.55263
0.94737
0.44737
0.47368
0.5
0.71053
0.36842
0.55263
0.71053
0.52632
0.57895
0.65789
0.68421
0.65789
0.92105
0.44737
0.68421
0.65789
0.28947
0.60526
0.86842
0.34211
0.39474
0.5
0.78947
0.65789
0.68421
0.63158
0.47368
0.34211
0.65789
0.57895
0.71053
0.60526
0.44737
0.47368
0.55263
0.60526
0.34211
0.60526
0.31579
0.57895
0.81579
0.97368
0.76316
0.5
0.39474
0.44737
0.52632
0.68421
0.52632
0.81579
0.76316
0.92105
0.73684
0.5
0.42105
0.60526
0.55263
0.92105
0.89474
0.63158
0.57895
0.63158
0.84211
0.39474
0.34211
0.5
0.47368
0.68421
0.60526
0.39474
0.78947
0.36842
0.73684
0.60526
0.57895
0.94737
0.39474
0.28947
0.73684
0.31579
0.76316
0.94737
0.52632
0.52632
0.47368
0.65789
0.47368
0.71053
0.60526
0.36842
0.52632
0.78947
0.42105
0.55263
0.60526
0.65789
0.89474
0.63158
0.52632
0.42105
0.71053
0.60526
0.42105
0.84211
0.84211
0.42105
0.42105
0.36842
0.71053
0.65789
0.26316
0.21053
0.5
0.42105
0.57895
0.76316
0.42105
0.57895
0.55263
0.5
0.52632
0.60526
0.60526
0.73684
0.97368
0.42105
0.57895
0.63158
0.28947
0.60526
0.65789
0.5
0.65789
0.71053
0.71053
0.23684
0.94737
0.42105
0.47368
0.44737
0.63158
0.86842
0.57895
0.78947
0.34211
0.73684
0.65789
0.84211
0.13158
0.36842
0.52632
0.68421
0.47368
0.81579
0.39474
0.52632
0.60526
0.39474
0.42105
0.57895
0.36842
0.76316
0.78947
0.47368
0.31579
0.65789
0.55263
0.57895
0.5
0.57895
0.78947
0.60526
0.57895
0.21053
0.28947
0.47368
0.21053
0.5
0.60526
0.47368
0.34211
0.81579
0.76316
0.71053
0.52632
0.55263
0.65789
0.65789
0.28947
1.0
0.63158
0.73684
0.39474
0.57895
0.81579
0.65789
0.68421
0.84211
0.44737
0.42105
0.55263
0.63158
0.55263
0.34211
0.05263
0.86842
0.86842
0.73684
0.36842
0.39474
0.89474
0.63158
0.60526
0.65789
0.68421
0.84211
0.23684
0.57895
0.73684
0.47368
0.55263
0.81579
0.60526
0.63158
0.81579
0.94737
0.60526
0.5
0.65789
0.47368
0.65789
0.76316
0.57895
0.5
0.36842
0.73684
0.78947
0.71053
0.34211
0.55263
0.52632
0.63158
0.57895
0.31579
0.36842
0.60526
0.52632
0.60526
0.55263
0.57895
0.78947
0.42105
0.73684
0.63158
0.44737
0.44737
0.52632
0.39474
0.65789
0.78947
0.57895
0.31579
0.65789
0.73684
0.26316
0.73684
0.68421
0.34211
0.44737
0.34211
0.81579
0.86842
0.81579
0.76316
0.36842
0.81579
0.57895
0.47368
0.84211
0.60526
0.73684
0.36842
0.44737
0.60526
0.65789
0.42105
0.92105
0.78947
0.5
0.60526
0.44737
0.89474
0.28947
0.63158
0.55263
0.65789
0.39474
0.36842
0.81579
0.57895
0.42105
0.84211
0.47368
0.68421
0.86842
0.52632
0.78947
0.44737
0.97368
0.52632
0.57895
0.63158
0.55263
0.86842
0.63158
0.39474
0.68421
0.92105
0.57895
0.44737
0.71053
0.28947
0.55263
0.60526
0.76316
0.47368
0.28947
0.05263
0.73684
0.28947
0.65789
0.68421
0.68421
0.78947
0.60526
0.18421
0.92105
0.76316
0.84211
0.47368
0.15789
0.55263
0.39474
0.65789
0.47368
0.31579
0.26316
0.81579
0.63158
0.28947
0.73684
0.31579
0.44737
0.42105
0.44737
0.89474
0.52632
0.5
0.78947
0.71053
0.65789
0.86842
0.60526
0.42105
0.5
0.07895
0.52632
0.84211
0.60526
0.92105
0.68421
0.89474
0.57895
0.26316
0.63158
0.73684
0.39474
0.60526
0.60526
0.55263
0.26316
0.36842
0.68421
0.97368
0.68421
0.21053
0.39474
0.92105
0.52632
0.63158
0.71053
0.34211
0.55263
0.52632
0.84211
0.73684
0.36842
0.44737
0.86842
0.36842
0.55263
0.68421
0.63158
0.71053
0.78947
0.81579
0.5
0.78947
0.23684
0.42105
0.52632
0.78947
0.52632
0.63158
0.36842
0.81579
0.42105
0.68421
0.42105
0.52632
0.5
0.68421
0.68421
0.42105
0.84211
0.57895
0.36842
0.68421
0.73684
0.71053
0.71053
0.84211
0.52632
0.71053
0.76316
0.52632
0.42105
0.26316
0.84211
0.55263
0.63158
0.42105
0.60526
0.52632
0.15789
0.39474
0.26316
0.52632
0.65789
0.84211
0.5
0.81579
0.78947
0.21053
0.23684
0.57895
0.81579
0.78947
0.42105
0.63158
0.73684
0.60526
0.44737
0.57895
0.68421
0.57895
0.65789
0.73684
0.57895
0.68421
0.55263
0.65789
0.60526
0.81579
0.57895
0.39474
0.60526
0.55263
0.73684
0.39474
0.52632
0.42105
0.78947
0.68421
0.5
0.63158
0.73684
0.47368
0.36842
0.71053
0.63158
0.26316
0.60526
0.81579
0.52632
0.52632
0.81579
0.63158
0.57895
0.47368
0.26316
0.60526
0.76316
0.92105
0.57895
0.71053
0.31579
0.63158
0.52632
0.86842
0.36842
0.63158
0.47368
0.73684
0.52632
0.65789
0.84211
0.34211
0.28947
0.78947
0.65789
0.92105
0.78947
0.34211
0.52632
0.68421
0.81579
0.42105
0.60526
0.5
0.31579
0.47368
0.92105
0.60526
0.63158
0.52632
0.57895
0.71053
0.47368
0.73684
0.84211
0.65789
0.76316
0.68421
0.31579
0.55263
0.39474
0.76316
0.68421
0.52632
0.84211
0.84211
0.28947
0.57895
0.52632
0.5
0.65789
0.73684
0.31579
0.81579
1.0
0.42105
0.84211
0.21053
0.34211
0.36842
0.28947
0.89474
0.60526
0.47368
0.94737
0.34211
0.65789
0.71053
0.89474
0.71053
0.81579
0.65789
0.52632
0.94737
0.65789
0.92105
0.31579
0.84211
0.47368
0.60526
0.28947
0.60526
0.42105
0.76316
0.97368
0.47368
0.39474
0.63158
0.55263
0.63158
0.55263
0.39474
0.60526
0.76316
0.73684
0.86842
0.5
0.68421
0.63158
0.71053
0.94737
0.39474
0.52632
0.42105
0.5
0.57895
0.68421
0.28947
0.78947
0.36842
0.47368
0.55263
0.39474
0.47368
0.73684
0.60526
0.55263
0.60526
0.5
0.76316
0.42105
0.57895
0.47368
0.26316
0.76316
0.84211
0.39474
0.57895
0.52632
0.65789
0.71053
0.78947
0.57895
0.31579
0.28947
0.92105
0.71053
0.71053
0.68421
0.55263
0.39474
0.65789
0.71053
0.42105
0.57895
0.68421
0.36842
0.78947
0.63158
0.52632
0.84211
0.26316
0.78947
0.44737
0.36842
0.52632
0.36842
0.47368
0.42105
0.73684
0.36842
0.55263
0.68421
0.73684
0.34211
0.76316
0.42105
0.47368
0.60526
0.42105
0.65789
0.89474
0.39474
0.65789
0.57895
0.60526
0.42105
0.36842
0.71053
0.68421
0.89474
0.28947
0.60526
0.5
0.34211
0.63158
0.71053
0.5
0.42105
0.73684
0.63158
0.65789
0.71053
0.34211
0.28947
0.86842
0.84211
0.78947
0.31579
0.42105
0.65789
0.68421
0.31579
0.65789
0.57895
0.63158
0.36842
0.52632
0.63158
0.42105
0.97368
0.60526
0.68421
0.31579
0.47368
0.36842
0.76316
0.39474
0.68421
0.23684
0.31579
0.34211
0.65789
0.78947
0.57895
0.44737
0.52632
0.36842
0.73684
0.36842
0.21053
0.60526
0.10526
0.65789
0.81579
0.65789
0.81579
0.86842
0.73684
0.36842
0.23684
0.63158
0.47368
0.68421
0.57895
0.34211
0.68421
0.76316
0.68421
0.73684
0.55263
0.68421
0.5
0.47368
0.71053
0.76316
0.63158
0.63158
0.57895
0.97368
0.39474
0.34211
0.55263
0.52632
0.89474
0.89474
0.52632
0.84211
0.52632
0.92105
0.65789
0.71053
0.65789
0.73684
0.42105
0.68421
0.73684
0.68421
0.97368
0.63158
0.42105
0.34211
0.60526
0.92105
0.42105
0.63158
0.60526
0.63158
0.71053
0.68421
0.89474
0.65789
0.78947
0.71053
0.76316
0.21053
0.76316
0.65789
0.68421
0.78947
0.78947
0.71053
0.63158
0.86842
0.60526
0.78947
0.73684
0.57895
0.71053
0.55263
0.36842
0.68421
0.63158
0.73684
0.39474
0.42105
0.81579
0.47368
0.92105
0.5
0.68421
0.97368
0.73684
0.68421
0.65789
1.0
0.65789
0.34211
0.78947
0.63158
0.55263
0.68421
0.60526
0.28947
0.42105
0.47368
0.44737
0.65789
0.5
0.73684
0.57895
0.81579
0.5
0.47368
0.36842
0.34211
0.89474
0.47368
0.52632
0.73684
0.65789
0.57895
0.71053
0.55263
0.68421
0.57895
0.52632
0.68421
0.89474
0.39474
0.57895
0.55263
0.86842
0.71053
0.52632
0.55263
0.89474
0.52632
0.52632
0.86842
0.52632
0.60526
0.60526
0.63158
0.42105
0.44737
0.68421
0.21053
0.63158
0.47368
0.86842
0.39474
0.39474
0.81579
0.47368
0.71053
0.65789
0.34211
0.26316
0.42105
0.71053
0.63158
0.52632
0.47368
0.57895
0.65789
0.55263
0.71053
0.55263
0.68421
0.94737
0.81579
0.15789
0.52632
0.76316
0.5
0.89474
0.81579
0.47368
0.5
0.84211
0.84211
0.42105
0.73684
0.63158
0.42105
0.76316
0.52632
0.63158
0.92105
0.60526
0.68421
0.71053
0.65789
0.57895
0.63158
0.63158
0.31579
0.44737
0.18421
0.26316
0.78947
0.81579
0.63158
0.44737
0.47368
0.94737
0.73684
0.34211
0.86842
0.34211
0.60526
0.36842
0.68421
0.68421
0.89474
0.26316
0.47368
0.47368
0.60526
0.5
0.5
0.76316
0.44737
0.44737
0.84211
0.63158
0.71053
0.65789
0.78947
0.31579
0.52632
0.73684
0.07895
0.68421
0.71053
0.39474
0.5
0.94737
0.52632
0.81579
0.81579
0.63158
0.65789
0.57895
0.60526
0.52632
0.55263
0.26316
0.97368
0.5
0.36842
0.55263
0.76316
0.36842
0.42105
0.42105
0.42105
0.42105
0.65789
0.81579
0.42105
0.31579
0.92105
0.31579
0.5
0.5
0.60526
0.63158
0.92105
0.28947
0.68421
0.68421
0.76316
0.36842
0.68421
0.68421
0.78947
0.68421
0.57895
0.73684
0.55263
0.73684
0.73684
0.97368
0.84211
0.73684
0.73684
0.60526
0.65789
0.68421
0.71053
0.36842
0.81579
0.47368
0.84211
0.65789
0.15789
0.5
0.84211
0.44737
0.60526
0.52632
0.47368
0.21053
0.71053
0.81579
0.42105
0.42105
0.44737
0.18421
0.26316
0.73684
0.52632
0.68421
0.42105
0.42105
0.52632
0.76316
0.47368
0.78947
1.0
0.47368
0.73684
0.39474
0.47368
0.71053
0.57895
0.39474
0.65789
0.39474
0.57895
0.73684
0.57895
0.52632
0.13158
0.65789
0.76316
0.55263
0.60526
0.63158
0.60526
0.65789
0.57895
0.23684
0.52632
0.55263
0.71053
0.71053
0.36842
0.65789
0.73684
0.36842
0.55263
0.60526
0.36842
0.39474
0.57895
0.63158
0.86842
0.78947
0.39474
0.34211
0.84211
0.73684
0.73684
0.86842
0.42105
0.42105
0.71053
0.26316
0.28947
0.52632
0.65789
0.92105
0.60526
0.71053
0.68421
0.65789
0.31579
0.47368
0.26316
0.52632
0.68421
0.36842
0.44737
0.65789
0.89474
0.86842
0.31579
0.52632
0.52632
0.52632
0.86842
0.63158
0.31579
0.5
0.63158
0.68421
0.68421
0.71053
0.55263
0.68421
0.86842
0.36842
0.36842
0.36842
0.71053
0.55263
0.44737
0.57895
0.71053
0.42105
0.36842
0.21053
0.52632
0.42105
0.36842
0.68421
0.73684
0.47368
0.47368
0.60526
0.65789
0.71053
0.57895
0.86842
0.81579
0.47368
0.42105
0.60526
0.57895
0.63158
0.52632
0.47368
0.81579
0.5
0.73684
0.71053
1.0
0.65789
0.81579
0.52632
0.47368
0.68421
0.39474
0.65789
0.78947
0.44737
0.44737
0.34211
0.55263
0.78947
0.36842
0.78947
0.65789
0.34211
0.60526
