depression_mean,depression_relative,age_mean,age_relative
0.4931077694235588,0.01239,0.24684,0.0475
0.3685549464330503,0.14439,0.30984,0.55375
0.3652356639227535,0.14896,0.29346,0.57125
0.4037356321839079,0.11343,0.26713,0.435
0.41255411255411223,0.08963,0.25942,0.34375
0.4122800901717444,0.22262,0.27119,0.85375
0.4632483698873744,0.15711,0.26087,0.6025
0.5430010210711961,0.11147,0.24064,0.4275
