depression_scaled2
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
1.69492
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
3.38983
