country,group,subgroup,age,score,count
AE,education,graduate degree,36.8,75.4,5.0
AE,education,high school,17.75,70.5,4.0
AE,education,university,29.5,28.167,6.0
AL,education,graduate degree,25.0,66.0,1.0
AL,education,high school,19.0,62.0,1.0
AL,education,university,25.333,57.667,9.0
AO,education,graduate degree,30.5,35.5,2.0
AR,education,high school,21.4,55.4,5.0
AR,education,less than high school,17.0,14.0,1.0
AR,education,university,30.429,50.571,7.0
AT,education,graduate degree,24.0,33.0,1.0
AT,education,high school,19.2,69.0,5.0
AT,education,university,26.0,62.667,6.0
AU,education,graduate degree,38.826,44.0,46.0
AU,education,high school,21.24,56.96,25.0
AU,education,less than high school,16.5,51.5,2.0
AU,education,university,34.966,45.775,89.0
AZ,education,less than high school,16.0,102.0,1.0
AZ,education,university,25.0,79.0,1.0
BA,education,high school,21.333,48.333,3.0
BA,education,university,34.0,48.0,2.0
BB,education,graduate degree,37.0,101.0,1.0
BD,education,high school,21.0,110.0,1.0
BE,education,graduate degree,34.5,34.0,2.0
BE,education,high school,19.667,42.0,3.0
BE,education,university,39.333,57.0,6.0
BG,education,graduate degree,32.667,42.333,3.0
BG,education,high school,21.0,64.0,3.0
BG,education,university,23.5,40.75,4.0
BN,education,graduate degree,28.333,33.5,6.0
BN,education,high school,19.889,63.889,18.0
BN,education,less than high school,16.0,93.5,2.0
BN,education,university,24.448,67.586,29.0
BO,education,high school,19.0,33.0,1.0
BR,education,graduate degree,29.333,53.733,15.0
BR,education,high school,19.458,59.458,24.0
BR,education,university,26.406,60.812,32.0
BS,education,high school,17.5,23.5,2.0
BS,education,university,39.0,64.0,1.0
BW,education,graduate degree,45.0,60.0,1.0
BZ,education,graduate degree,43.0,1.0,1.0
BZ,education,high school,23.0,44.0,1.0
CA,education,graduate degree,34.25,42.981,52.0
CA,education,high school,21.75,59.319,72.0
CA,education,less than high school,27.0,57.667,3.0
CA,education,university,32.351,51.515,134.0
CH,education,graduate degree,31.857,42.286,7.0
CH,education,high school,23.25,48.0,4.0
CH,education,university,25.833,34.5,6.0
CL,education,graduate degree,36.0,47.0,1.0
CL,education,high school,20.5,63.5,2.0
CL,education,university,30.5,46.75,4.0
CN,education,high school,19.5,72.5,2.0
CO,education,graduate degree,45.0,11.0,1.0
CO,education,high school,20.0,41.5,2.0
CO,education,university,24.0,51.0,1.0
CR,education,high school,19.0,91.0,1.0
CR,education,less than high school,16.0,83.0,1.0
CR,education,university,22.0,62.5,2.0
CZ,education,graduate degree,24.5,83.5,2.0
CZ,education,high school,22.571,58.429,7.0
CZ,education,university,34.667,48.667,3.0
DE,education,graduate degree,33.294,37.824,17.0
DE,education,high school,21.263,58.763,38.0
DE,education,less than high school,16.5,90.5,2.0
DE,education,university,28.27,49.541,37.0
DK,education,graduate degree,38.0,18.167,6.0
DK,education,high school,21.0,44.5,2.0
DK,education,university,36.0,32.0,4.0
DO,education,high school,26.0,94.0,1.0
DO,education,university,25.5,62.0,4.0
DZ,education,high school,19.0,71.0,1.0
DZ,education,university,21.0,60.0,1.0
EC,education,high school,20.333,60.333,3.0
EC,education,university,22.0,68.0,2.0
EE,education,graduate degree,31.0,45.0,1.0
EE,education,university,28.0,44.0,1.0
EG,education,graduate degree,37.2,52.4,5.0
EG,education,high school,20.75,51.25,8.0
EG,education,university,23.348,65.957,23.0
ES,education,graduate degree,30.333,41.333,6.0
ES,education,high school,17.667,84.0,3.0
ES,education,university,26.0,39.75,12.0
ET,education,graduate degree,26.5,46.0,2.0
ET,education,university,20.0,84.0,1.0
FI,education,graduate degree,33.0,36.2,5.0
FI,education,high school,22.0,45.0,2.0
FI,education,university,26.273,51.636,11.0
FR,education,graduate degree,34.294,46.647,17.0
FR,education,high school,20.474,64.158,19.0
FR,education,university,25.921,54.421,38.0
GB,education,graduate degree,37.116,48.522,69.0
GB,education,high school,21.4,62.089,45.0
GB,education,less than high school,17.333,24.333,3.0
GB,education,university,32.111,51.148,162.0
GE,education,high school,19.0,69.0,2.0
GE,education,university,19.0,28.0,1.0
GG,education,university,20.0,73.0,1.0
GH,education,university,19.0,60.0,1.0
GR,education,graduate degree,39.0,48.333,3.0
GR,education,high school,19.75,59.75,4.0
GR,education,university,32.353,38.176,17.0
GT,education,graduate degree,40.0,73.0,1.0
GT,education,university,27.0,39.5,2.0
GU,education,university,46.0,34.0,1.0
HK,education,graduate degree,29.5,76.0,2.0
HK,education,high school,23.0,45.556,9.0
HK,education,university,24.429,57.714,7.0
HN,education,university,33.0,8.0,1.0
HR,education,graduate degree,33.2,19.0,5.0
HR,education,high school,22.6,75.2,5.0
HR,education,university,34.333,48.833,6.0
HU,education,graduate degree,30.667,49.167,6.0
HU,education,high school,20.4,40.4,5.0
HU,education,university,36.333,47.0,3.0
ID,education,graduate degree,24.837,53.633,49.0
ID,education,high school,19.649,58.981,154.0
ID,education,less than high school,16.444,56.111,9.0
ID,education,university,23.829,53.954,152.0
IE,education,graduate degree,40.667,38.556,9.0
IE,education,high school,25.667,65.0,6.0
IE,education,university,26.875,49.5,16.0
IL,education,graduate degree,33.0,52.0,1.0
IL,education,high school,20.0,67.0,1.0
IL,education,university,33.75,54.25,4.0
IN,education,graduate degree,28.405,51.913,126.0
IN,education,high school,20.52,50.04,25.0
IN,education,less than high school,17.5,90.5,2.0
IN,education,university,25.803,51.773,66.0
IR,education,graduate degree,42.0,38.5,2.0
IR,education,university,40.0,52.0,1.0
IS,education,graduate degree,33.5,52.833,6.0
IS,education,high school,18.0,0.0,1.0
IS,education,university,25.0,30.5,2.0
IT,education,graduate degree,30.8,40.5,10.0
IT,education,high school,24.938,65.5,16.0
IT,education,less than high school,17.5,61.5,2.0
IT,education,university,25.071,60.714,14.0
JM,education,graduate degree,35.0,3.0,1.0
JM,education,high school,20.545,64.636,11.0
JM,education,less than high school,16.0,71.0,1.0
JM,education,university,29.6,45.3,10.0
JO,education,graduate degree,35.5,36.0,2.0
JO,education,high school,20.5,41.0,2.0
JO,education,university,22.333,44.5,6.0
JP,education,graduate degree,25.429,38.714,7.0
JP,education,high school,20.889,41.333,18.0
JP,education,university,23.833,45.5,12.0
KH,education,university,23.0,60.0,1.0
KR,education,graduate degree,22.0,94.0,1.0
KR,education,high school,23.143,54.143,7.0
KR,education,university,27.333,53.0,3.0
KW,education,university,26.333,81.333,3.0
KZ,education,graduate degree,23.0,78.0,1.0
LB,education,graduate degree,36.0,28.0,1.0
LB,education,high school,21.0,90.0,1.0
LB,education,university,25.667,56.667,3.0
LK,education,graduate degree,43.0,40.0,2.0
LK,education,high school,18.0,95.0,1.0
LK,education,university,24.0,77.333,3.0
LT,education,high school,22.667,37.333,3.0
LT,education,university,24.25,45.0,4.0
LV,education,high school,18.667,48.0,3.0
LV,education,university,30.0,5.0,1.0
MA,education,graduate degree,24.667,75.0,3.0
MA,education,high school,16.0,96.0,1.0
MA,education,university,21.125,43.375,8.0
MD,education,graduate degree,30.0,41.0,1.0
MK,education,high school,18.0,100.667,3.0
MK,education,university,21.0,25.0,1.0
MN,education,university,21.0,49.0,1.0
MO,education,high school,16.0,62.0,1.0
MU,education,university,22.5,89.5,2.0
MV,education,high school,17.0,69.0,1.0
MV,education,university,23.5,43.5,2.0
MX,education,graduate degree,32.2,36.6,5.0
MX,education,high school,19.385,40.308,13.0
MX,education,less than high school,19.0,80.0,1.0
MX,education,university,24.739,57.348,23.0
MY,education,graduate degree,26.981,52.887,53.0
MY,education,high school,19.949,53.601,138.0
MY,education,less than high school,16.75,55.0,4.0
MY,education,university,23.332,57.625,259.0
MZ,education,university,30.0,28.0,1.0
NG,education,graduate degree,39.5,7.5,4.0
NG,education,high school,19.0,59.5,2.0
NG,education,university,28.75,14.75,4.0
NL,education,graduate degree,34.444,49.778,9.0
NL,education,high school,18.667,75.667,6.0
NL,education,university,27.6,36.267,15.0
NO,education,graduate degree,37.0,9.0,1.0
NO,education,high school,20.667,54.833,6.0
NO,education,university,28.667,46.667,6.0
NP,education,graduate degree,30.0,19.0,1.0
NP,education,high school,19.0,70.5,2.0
NP,education,university,40.0,9.0,1.0
NZ,education,graduate degree,37.043,34.304,23.0
NZ,education,high school,18.75,59.45,20.0
NZ,education,less than high school,16.0,56.0,2.0
NZ,education,university,25.757,55.486,37.0
OM,education,graduate degree,38.5,44.5,2.0
OM,education,university,45.0,63.0,1.0
PA,education,graduate degree,31.0,65.0,1.0
PE,education,graduate degree,30.0,12.0,1.0
PE,education,high school,20.0,55.25,4.0
PE,education,university,24.0,25.5,2.0
PH,education,graduate degree,27.35,54.275,40.0
PH,education,high school,20.029,66.824,68.0
PH,education,less than high school,16.0,47.25,4.0
PH,education,university,22.977,62.989,175.0
PK,education,graduate degree,28.455,66.364,11.0
PK,education,high school,19.625,54.25,8.0
PK,education,university,27.786,59.714,14.0
PL,education,graduate degree,35.333,60.0,9.0
PL,education,high school,23.136,60.5,22.0
PL,education,less than high school,17.333,79.667,3.0
PL,education,university,30.133,51.267,15.0
PR,education,graduate degree,54.0,0.0,1.0
PR,education,university,30.0,36.0,1.0
PS,education,graduate degree,69.0,12.0,1.0
PS,education,high school,20.0,25.0,1.0
PS,education,university,23.0,76.0,1.0
PT,education,graduate degree,28.0,43.5,2.0
PT,education,high school,20.889,66.222,9.0
PT,education,university,35.857,38.714,7.0
PY,education,university,31.0,7.0,1.0
QA,education,graduate degree,29.5,47.5,2.0
QA,education,university,22.0,51.0,1.0
RO,education,graduate degree,33.636,36.727,11.0
RO,education,high school,21.846,52.0,13.0
RO,education,university,28.0,52.182,22.0
RS,education,graduate degree,43.0,30.0,3.0
RS,education,high school,23.222,34.333,9.0
RS,education,university,28.333,51.667,9.0
RU,education,graduate degree,26.5,25.0,2.0
RU,education,high school,19.417,53.25,12.0
RU,education,university,24.625,55.875,8.0
SA,education,graduate degree,29.0,37.786,14.0
SA,education,high school,18.75,85.75,8.0
SA,education,university,27.182,49.455,11.0
SD,education,high school,23.0,41.0,1.0
SE,education,graduate degree,54.667,50.0,3.0
SE,education,high school,19.0,85.333,3.0
SE,education,less than high school,16.0,95.0,2.0
SE,education,university,36.2,52.933,15.0
SG,education,graduate degree,32.4,42.467,15.0
SG,education,high school,21.696,60.522,23.0
SG,education,less than high school,26.333,74.667,3.0
SG,education,university,27.674,46.791,43.0
SI,education,graduate degree,36.0,65.0,1.0
SI,education,high school,18.5,57.5,2.0
SI,education,university,36.5,37.5,2.0
SK,education,high school,20.0,61.0,5.0
SK,education,university,24.5,72.0,2.0
SV,education,high school,18.5,64.0,2.0
SY,education,graduate degree,30.0,29.0,1.0
SY,education,university,19.0,45.0,1.0
TH,education,graduate degree,31.6,29.8,5.0
TH,education,high school,21.0,76.0,1.0
TH,education,university,26.167,62.75,12.0
TR,education,graduate degree,40.0,71.5,4.0
TR,education,high school,19.667,59.667,9.0
TR,education,less than high school,17.0,47.0,2.0
TR,education,university,22.833,53.917,12.0
TT,education,high school,18.0,69.0,1.0
TT,education,university,24.0,75.0,2.0
TW,education,graduate degree,29.75,53.5,4.0
TW,education,high school,20.0,34.0,1.0
TW,education,university,35.0,68.0,1.0
TZ,education,high school,23.0,42.0,1.0
UA,education,graduate degree,33.0,28.0,1.0
UA,education,high school,19.5,33.75,4.0
UA,education,university,26.0,66.0,4.0
US,education,graduate degree,40.19,42.317,378.0
US,education,high school,22.613,57.561,618.0
US,education,less than high school,20.56,59.9,50.0
US,education,university,32.285,49.972,864.0
UY,education,university,20.0,38.0,1.0
UZ,education,high school,18.0,79.0,1.0
VE,education,graduate degree,23.0,30.0,1.0
VE,education,high school,18.0,58.5,2.0
VE,education,university,25.0,56.0,1.0
VN,education,graduate degree,23.667,89.0,3.0
VN,education,high school,18.0,81.0,2.0
VN,education,university,23.091,48.727,11.0
XK,education,high school,19.0,63.0,1.0
ZA,education,graduate degree,42.75,65.0,4.0
ZA,education,high school,19.667,54.0,6.0
ZA,education,university,27.133,61.0,15.0
ZW,education,university,37.0,23.0,1.0
AE,race,arab,27.0,56.75,4.0
AE,race,asian,28.0,57.889,9.0
AE,race,white,36.0,40.0,2.0
AL,race,white,24.727,58.818,11.0
AO,race,black,26.0,51.0,1.0
AO,race,white,35.0,20.0,1.0
AR,race,other,24.667,55.5,6.0
AR,race,white,27.0,44.571,7.0
AT,race,white,23.0,62.833,12.0
AU,race,arab,33.0,47.0,3.0
AU,race,asian,27.529,46.588,34.0
AU,race,black,43.0,64.0,1.0
AU,race,indigenous australian,45.0,44.0,1.0
AU,race,other,30.765,36.118,17.0
AU,race,white,36.0,48.849,106.0
AZ,race,other,20.5,90.5,2.0
BA,race,white,26.4,48.2,5.0
BB,race,black,37.0,101.0,1.0
BD,race,asian,21.0,110.0,1.0
BE,race,asian,21.0,48.0,1.0
BE,race,white,34.3,48.8,10.0
BG,race,white,25.5,48.2,10.0
BN,race,asian,23.021,64.979,47.0
BN,race,other,23.375,55.5,8.0
BO,race,other,19.0,33.0,1.0
BR,race,asian,17.0,63.0,1.0
BR,race,black,21.5,44.5,2.0
BR,race,other,26.0,57.75,16.0
BR,race,white,24.538,59.673,52.0
BS,race,black,17.0,38.0,1.0
BS,race,other,18.0,9.0,1.0
BS,race,white,39.0,64.0,1.0
BW,race,black,45.0,60.0,1.0
BZ,race,black,43.0,1.0,1.0
BZ,race,other,23.0,44.0,1.0
CA,race,arab,24.333,81.0,3.0
CA,race,asian,23.491,50.07,57.0
CA,race,black,25.4,70.4,5.0
CA,race,native american,36.375,49.625,8.0
CA,race,other,27.125,53.792,24.0
CA,race,white,32.207,51.494,164.0
CH,race,asian,30.0,58.0,1.0
CH,race,other,24.0,72.0,1.0
CH,race,white,27.8,37.667,15.0
CL,race,other,28.4,53.4,5.0
CL,race,white,28.5,47.0,2.0
CN,race,asian,19.5,72.5,2.0
CO,race,other,28.333,31.333,3.0
CO,race,white,24.0,51.0,1.0
CR,race,other,20.0,69.333,3.0
CR,race,white,19.0,91.0,1.0
CZ,race,white,25.917,60.167,12.0
DE,race,arab,19.5,76.0,2.0
DE,race,asian,25.0,63.316,19.0
DE,race,other,23.167,50.5,6.0
DE,race,white,26.866,48.239,67.0
DK,race,asian,19.0,48.0,1.0
DK,race,black,21.0,56.0,1.0
DK,race,other,21.0,33.0,1.0
DK,race,white,39.222,21.0,9.0
DO,race,black,27.0,85.0,1.0
DO,race,other,25.667,75.667,3.0
DO,race,white,24.0,30.0,1.0
DZ,race,arab,20.0,65.5,2.0
EC,race,other,21.0,63.4,5.0
EE,race,asian,28.0,44.0,1.0
EE,race,white,31.0,45.0,1.0
EG,race,arab,26.333,68.2,15.0
EG,race,asian,22.588,54.529,17.0
EG,race,other,27.5,59.75,4.0
ES,race,asian,23.0,41.2,5.0
ES,race,other,25.0,21.0,2.0
ES,race,white,27.286,52.071,14.0
ET,race,black,24.333,58.667,3.0
FI,race,arab,24.0,23.0,1.0
FI,race,other,40.0,44.0,1.0
FI,race,white,27.125,48.25,16.0
FR,race,arab,23.25,49.0,4.0
FR,race,asian,25.0,104.0,1.0
FR,race,black,21.667,61.0,3.0
FR,race,other,25.889,60.778,9.0
FR,race,white,27.035,53.509,57.0
GB,race,arab,34.0,29.6,5.0
GB,race,asian,24.5,57.6,50.0
GB,race,black,31.0,29.0,2.0
GB,race,other,27.333,50.467,15.0
GB,race,white,33.386,51.488,207.0
GE,race,asian,20.0,63.0,1.0
GE,race,white,18.5,51.5,2.0
GG,race,white,20.0,73.0,1.0
GH,race,black,19.0,60.0,1.0
GR,race,asian,21.5,53.5,2.0
GR,race,white,31.955,42.091,22.0
GT,race,other,30.0,59.0,2.0
GT,race,white,34.0,34.0,1.0
GU,race,other,46.0,34.0,1.0
HK,race,asian,23.706,49.941,17.0
HK,race,white,34.0,117.0,1.0
HN,race,other,33.0,8.0,1.0
HR,race,white,30.312,47.75,16.0
HU,race,asian,21.5,54.5,2.0
HU,race,black,21.0,51.0,1.0
HU,race,other,20.5,58.5,2.0
HU,race,white,32.222,40.111,9.0
ID,race,arab,19.0,62.5,2.0
ID,race,asian,21.985,55.813,343.0
ID,race,indigenous australian,23.0,29.0,1.0
ID,race,native american,22.0,45.0,1.0
ID,race,other,23.062,59.438,16.0
ID,race,white,20.0,123.0,1.0
IE,race,asian,23.0,46.5,2.0
IE,race,white,31.172,49.517,29.0
IL,race,arab,22.0,67.0,1.0
IL,race,white,33.2,53.8,5.0
IN,race,arab,20.0,76.0,1.0
IN,race,asian,27.242,52.082,182.0
IN,race,black,21.0,50.0,1.0
IN,race,native american,23.0,4.0,1.0
IN,race,other,23.938,50.75,32.0
IN,race,white,21.0,78.5,2.0
IR,race,arab,40.0,52.0,1.0
IR,race,asian,52.0,24.0,1.0
IR,race,other,32.0,53.0,1.0
IS,race,white,29.889,42.0,9.0
IT,race,asian,27.333,40.0,3.0
IT,race,other,19.0,63.5,2.0
IT,race,white,26.297,58.892,37.0
JM,race,black,24.455,56.136,22.0
JM,race,other,35.0,3.0,1.0
JO,race,arab,22.5,21.0,2.0
JO,race,asian,21.667,51.167,6.0
JO,race,white,35.5,36.0,2.0
JP,race,asian,22.471,44.147,34.0
JP,race,other,25.333,20.0,3.0
KH,race,white,23.0,60.0,1.0
KR,race,asian,24.3,56.1,10.0
KR,race,other,23.0,71.0,1.0
KW,race,arab,18.0,76.0,1.0
KW,race,asian,30.5,84.0,2.0
KZ,race,asian,23.0,78.0,1.0
LB,race,arab,24.5,65.0,4.0
LB,race,other,36.0,28.0,1.0
LK,race,asian,33.75,52.0,4.0
LK,race,black,23.0,104.0,1.0
LK,race,other,18.0,95.0,1.0
LT,race,white,23.571,41.714,7.0
LV,race,other,30.0,5.0,1.0
LV,race,white,18.667,48.0,3.0
MA,race,arab,20.7,52.8,10.0
MA,race,other,22.0,100.0,1.0
MA,race,white,30.0,40.0,1.0
MD,race,white,30.0,41.0,1.0
MK,race,white,18.75,81.75,4.0
MN,race,asian,21.0,49.0,1.0
MO,race,asian,16.0,62.0,1.0
MU,race,asian,22.0,110.0,1.0
MU,race,other,23.0,69.0,1.0
MV,race,asian,21.333,52.0,3.0
MX,race,other,23.5,54.875,32.0
MX,race,white,24.9,35.0,10.0
MY,race,arab,17.0,44.0,1.0
MY,race,asian,22.589,56.764,399.0
MY,race,black,23.0,99.0,1.0
MY,race,other,23.442,47.673,52.0
MY,race,white,21.0,74.0,1.0
MZ,race,white,30.0,28.0,1.0
NG,race,black,31.1,20.8,10.0
NL,race,asian,26.5,54.0,2.0
NL,race,black,33.667,18.333,3.0
NL,race,indigenous australian,19.0,72.0,1.0
NL,race,other,27.0,50.0,1.0
NL,race,white,27.652,50.478,23.0
NO,race,asian,23.0,54.0,1.0
NO,race,other,26.0,55.0,1.0
NO,race,white,25.818,46.273,11.0
NP,race,asian,27.0,42.25,4.0
NZ,race,asian,22.62,56.58,50.0
NZ,race,other,27.125,50.375,8.0
NZ,race,white,36.0,37.958,24.0
OM,race,arab,45.0,63.0,1.0
OM,race,asian,27.0,71.0,1.0
OM,race,other,50.0,18.0,1.0
PA,race,white,31.0,65.0,1.0
PE,race,asian,21.0,88.0,1.0
PE,race,other,22.833,32.667,6.0
PH,race,asian,22.851,62.416,269.0
PH,race,native american,21.0,25.0,1.0
PH,race,other,21.941,65.412,17.0
PK,race,asian,26.167,58.2,30.0
PK,race,other,24.667,84.667,3.0
PL,race,asian,25.0,5.0,1.0
PL,race,white,27.208,59.875,48.0
PR,race,other,30.0,36.0,1.0
PR,race,white,54.0,0.0,1.0
PS,race,arab,21.5,50.5,2.0
PS,race,white,69.0,12.0,1.0
PT,race,other,16.0,81.0,1.0
PT,race,white,28.176,51.353,17.0
PY,race,other,31.0,7.0,1.0
QA,race,arab,31.0,10.0,1.0
QA,race,asian,25.0,68.0,2.0
RO,race,asian,31.0,53.0,1.0
RO,race,other,21.0,44.5,2.0
RO,race,white,27.837,48.512,43.0
RS,race,white,28.238,41.143,21.0
RU,race,asian,21.222,59.222,9.0
RU,race,other,20.0,47.0,2.0
RU,race,white,22.909,46.273,11.0
SA,race,arab,26.556,54.278,18.0
SA,race,asian,26.0,45.167,12.0
SA,race,black,22.0,103.0,1.0
SA,race,other,21.0,30.0,1.0
SA,race,white,22.0,107.0,1.0
SD,race,arab,23.0,41.0,1.0
SE,race,asian,16.0,77.0,1.0
SE,race,other,30.0,32.0,1.0
SE,race,white,35.714,61.0,21.0
SG,race,asian,26.722,50.333,72.0
SG,race,black,29.0,62.0,1.0
SG,race,other,24.667,52.778,9.0
SG,race,white,39.5,52.0,2.0
SI,race,white,29.2,51.0,5.0
SK,race,white,21.286,64.143,7.0
SV,race,native american,19.0,54.0,1.0
SV,race,other,18.0,74.0,1.0
SY,race,arab,30.0,29.0,1.0
SY,race,white,19.0,45.0,1.0
TH,race,asian,26.562,55.812,16.0
TH,race,white,34.0,42.5,2.0
TR,race,asian,21.125,66.25,8.0
TR,race,other,23.5,46.0,2.0
TR,race,white,25.235,55.412,17.0
TT,race,asian,17.0,108.0,1.0
TT,race,black,31.0,42.0,1.0
TT,race,other,18.0,69.0,1.0
TW,race,asian,27.333,56.0,3.0
TW,race,other,30.0,27.5,2.0
TW,race,white,32.0,93.0,1.0
TZ,race,black,23.0,42.0,1.0
UA,race,black,22.0,42.0,1.0
UA,race,white,24.125,48.125,8.0
US,race,arab,24.455,40.636,11.0
US,race,asian,24.231,51.024,208.0
US,race,black,27.385,49.187,91.0
US,race,indigenous australian,44.0,57.0,1.0
US,race,native american,30.125,65.083,24.0
US,race,other,25.811,54.252,206.0
US,race,white,32.289,50.701,1369.0
UY,race,white,20.0,38.0,1.0
UZ,race,asian,18.0,79.0,1.0
VE,race,native american,17.0,10.0,1.0
VE,race,other,22.333,64.333,3.0
VN,race,arab,24.0,103.0,1.0
VN,race,asian,22.467,57.467,15.0
XK,race,white,19.0,63.0,1.0
ZA,race,asian,20.0,88.0,1.0
ZA,race,black,25.333,47.167,6.0
ZA,race,other,23.75,55.75,4.0
ZA,race,white,30.643,64.643,14.0
ZW,race,black,37.0,23.0,1.0
AE,gender,female,28.8,55.2,15.0
AL,gender,female,23.167,60.667,6.0
AL,gender,male,26.6,56.6,5.0
AO,gender,female,26.0,51.0,1.0
AO,gender,male,35.0,20.0,1.0
AR,gender,female,28.125,59.0,8.0
AR,gender,male,23.75,28.25,4.0
AR,gender,other,17.0,60.0,1.0
AT,gender,female,22.556,67.0,9.0
AT,gender,male,22.5,34.0,2.0
AT,gender,other,28.0,83.0,1.0
AU,gender,female,32.214,48.089,112.0
AU,gender,male,37.08,44.78,50.0
AZ,gender,female,20.5,90.5,2.0
BA,gender,female,30.333,51.667,3.0
BA,gender,male,20.5,43.0,2.0
BB,gender,male,37.0,101.0,1.0
BD,gender,female,21.0,110.0,1.0
BE,gender,female,30.5,52.25,8.0
BE,gender,male,40.0,39.333,3.0
BG,gender,female,28.0,57.75,4.0
BG,gender,male,23.833,41.833,6.0
BN,gender,female,23.085,65.979,47.0
BN,gender,male,23.0,49.625,8.0
BO,gender,male,19.0,33.0,1.0
BR,gender,female,26.7,62.8,30.0
BR,gender,male,23.195,55.976,41.0
BS,gender,female,18.0,9.0,1.0
BS,gender,male,28.0,51.0,2.0
BW,gender,female,45.0,60.0,1.0
BZ,gender,female,43.0,1.0,1.0
BZ,gender,male,23.0,44.0,1.0
CA,gender,female,28.477,54.92,174.0
CA,gender,male,32.585,44.988,82.0
CA,gender,other,27.2,67.4,5.0
CH,gender,female,26.091,48.727,11.0
CH,gender,male,30.667,26.5,6.0
CL,gender,female,25.0,60.0,3.0
CL,gender,male,31.0,45.25,4.0
CN,gender,female,19.5,72.5,2.0
CO,gender,female,31.5,36.5,2.0
CO,gender,male,23.0,36.0,2.0
CR,gender,female,19.5,75.0,2.0
CR,gender,male,20.0,74.5,2.0
CZ,gender,female,23.571,62.714,7.0
CZ,gender,male,29.2,56.6,5.0
DE,gender,female,26.118,55.549,51.0
DE,gender,male,26.692,45.949,39.0
DE,gender,other,20.0,66.25,4.0
DK,gender,female,32.143,32.857,7.0
DK,gender,male,37.8,19.2,5.0
DO,gender,female,25.5,62.0,4.0
DO,gender,male,26.0,94.0,1.0
DZ,gender,female,21.0,60.0,1.0
DZ,gender,male,19.0,71.0,1.0
EC,gender,female,21.25,68.25,4.0
EC,gender,male,20.0,44.0,1.0
EE,gender,male,29.5,44.5,2.0
EG,gender,female,22.926,67.852,27.0
EG,gender,male,30.0,39.667,9.0
ES,gender,female,25.667,42.667,18.0
ES,gender,male,28.333,69.667,3.0
ET,gender,female,22.5,46.0,2.0
ET,gender,male,28.0,84.0,1.0
FI,gender,female,27.308,44.462,13.0
FI,gender,male,28.6,52.2,5.0
FR,gender,female,25.275,61.95,40.0
FR,gender,male,28.344,45.375,32.0
FR,gender,other,19.5,75.0,2.0
GB,gender,female,31.422,52.431,204.0
GB,gender,male,32.214,49.243,70.0
GB,gender,other,22.6,71.6,5.0
GE,gender,female,18.0,75.0,1.0
GE,gender,male,19.5,45.5,2.0
GG,gender,female,20.0,73.0,1.0
GH,gender,female,19.0,60.0,1.0
GR,gender,female,30.583,50.5,12.0
GR,gender,male,32.909,32.818,11.0
GR,gender,other,17.0,66.0,1.0
GT,gender,female,31.333,50.667,3.0
GU,gender,female,46.0,34.0,1.0
HK,gender,female,23.167,42.167,12.0
HK,gender,male,26.5,76.667,6.0
HN,gender,male,33.0,8.0,1.0
HR,gender,female,30.167,46.0,12.0
HR,gender,male,30.75,53.0,4.0
HU,gender,female,24.0,46.667,6.0
HU,gender,male,31.375,44.75,8.0
ID,gender,female,21.852,57.095,304.0
ID,gender,male,22.881,50.22,59.0
ID,gender,other,20.0,97.0,1.0
IE,gender,female,29.882,48.588,17.0
IE,gender,male,31.571,50.214,14.0
IL,gender,female,41.0,49.0,2.0
IL,gender,male,26.5,59.5,4.0
IN,gender,female,25.589,55.488,129.0
IN,gender,male,28.191,46.798,89.0
IN,gender,other,20.0,67.0,1.0
IR,gender,male,41.333,43.0,3.0
IS,gender,female,27.2,55.0,5.0
IS,gender,male,33.25,25.75,4.0
IT,gender,female,25.08,62.16,25.0
IT,gender,male,27.412,51.294,17.0
JM,gender,female,26.6,56.4,15.0
JM,gender,male,22.0,45.333,6.0
JM,gender,other,21.0,60.0,2.0
JO,gender,female,25.714,47.429,7.0
JO,gender,male,22.0,29.667,3.0
JP,gender,female,23.227,41.136,22.0
JP,gender,male,21.933,43.733,15.0
KH,gender,female,23.0,60.0,1.0
KR,gender,female,24.25,61.25,8.0
KR,gender,male,23.0,51.5,2.0
KR,gender,other,26.0,39.0,1.0
KW,gender,female,26.333,81.333,3.0
KZ,gender,female,23.0,78.0,1.0
LB,gender,female,28.25,49.5,4.0
LB,gender,other,21.0,90.0,1.0
LK,gender,female,23.0,80.8,5.0
LK,gender,male,61.0,3.0,1.0
LT,gender,female,21.333,33.667,3.0
LT,gender,male,25.25,47.75,4.0
LV,gender,female,21.0,45.0,1.0
LV,gender,male,24.5,11.5,2.0
LV,gender,other,16.0,81.0,1.0
MA,gender,female,21.667,66.667,9.0
MA,gender,male,21.333,22.667,3.0
MD,gender,female,30.0,41.0,1.0
MK,gender,female,19.0,90.667,3.0
MK,gender,male,18.0,55.0,1.0
MN,gender,female,21.0,49.0,1.0
MO,gender,female,16.0,62.0,1.0
MU,gender,female,22.5,89.5,2.0
MV,gender,female,20.0,60.0,2.0
MV,gender,male,24.0,36.0,1.0
MX,gender,female,24.684,56.263,19.0
MX,gender,male,21.15,46.15,20.0
MX,gender,other,36.333,38.0,3.0
MY,gender,female,22.583,57.577,369.0
MY,gender,male,23.059,48.224,85.0
MZ,gender,male,30.0,28.0,1.0
NG,gender,female,30.375,19.875,8.0
NG,gender,male,34.0,24.5,2.0
NL,gender,female,30.077,55.077,13.0
NL,gender,male,26.176,42.941,17.0
