country,group,subgroup,age,score,count
ES,married,previously,18.0,97.0,1.0
ET,married,never,24.333,58.667,3.0
FI,married,currently,39.0,32.0,2.0
FI,married,never,26.25,48.438,16.0
FR,married,currently,46.667,36.0,9.0
FR,married,never,23.587,57.317,63.0
FR,married,previously,25.5,72.5,2.0
GB,married,currently,40.02,50.18,50.0
GB,married,never,26.353,52.299,201.0
GB,married,previously,52.857,52.857,28.0
GE,married,never,19.0,55.333,3.0
GG,married,never,20.0,73.0,1.0
GH,married,never,19.0,60.0,1.0
GR,married,currently,48.75,24.0,4.0
GR,married,never,26.0,45.556,18.0
GR,married,previously,41.5,58.5,2.0
GT,married,never,37.0,53.5,2.0
GT,married,previously,20.0,45.0,1.0
GU,married,currently,46.0,34.0,1.0
HK,married,currently,36.0,57.0,1.0
HK,married,never,22.938,53.938,16.0
HK,married,previously,34.0,46.0,1.0
HN,married,currently,33.0,8.0,1.0
HR,married,currently,40.5,14.0,2.0
HR,married,never,28.857,52.571,14.0
HU,married,currently,43.0,5.0,1.0
HU,married,never,26.0,48.417,12.0
HU,married,previously,40.0,52.0,1.0
ID,married,currently,29.0,52.524,21.0
ID,married,never,21.579,56.178,337.0
ID,married,previously,22.0,63.667,6.0
IE,married,currently,42.75,42.0,4.0
IE,married,never,28.852,50.407,27.0
IL,married,currently,56.0,56.0,1.0
IL,married,never,24.333,62.0,3.0
IL,married,previously,29.5,47.0,2.0
IN,married,currently,38.143,40.5,42.0
IN,married,never,23.341,54.835,170.0
IN,married,previously,37.143,52.429,7.0
IR,married,currently,46.0,38.0,2.0
IR,married,previously,32.0,53.0,1.0
IS,married,currently,34.5,38.0,2.0
IS,married,never,25.667,45.833,6.0
IS,married,previously,46.0,27.0,1.0
IT,married,currently,35.75,42.5,4.0
IT,married,never,25.0,59.368,38.0
JM,married,currently,29.667,67.0,3.0
JM,married,never,24.2,51.85,20.0
JO,married,never,24.6,42.1,10.0
JP,married,currently,27.5,34.5,4.0
JP,married,never,22.121,43.121,33.0
KH,married,never,23.0,60.0,1.0
KR,married,never,24.182,57.455,11.0
KW,married,never,26.333,81.333,3.0
KZ,married,never,23.0,78.0,1.0
LB,married,currently,36.0,28.0,1.0
LB,married,never,24.5,65.0,4.0
LK,married,currently,61.0,3.0,1.0
LK,married,never,23.0,80.8,5.0
LT,married,never,23.571,41.714,7.0
LV,married,never,21.5,37.25,4.0
MA,married,currently,30.0,40.0,1.0
MA,married,never,20.818,57.091,11.0
MD,married,currently,30.0,41.0,1.0
MK,married,never,18.75,81.75,4.0
MN,married,never,21.0,49.0,1.0
MO,married,never,16.0,62.0,1.0
MU,married,never,22.5,89.5,2.0
MV,married,never,21.333,52.0,3.0
MX,married,never,22.769,52.436,39.0
MX,married,previously,37.667,20.333,3.0
MY,married,currently,30.706,45.902,51.0
MY,married,never,21.667,56.907,399.0
MY,married,previously,20.5,74.5,4.0
MZ,married,never,30.0,28.0,1.0
NG,married,currently,46.5,17.0,2.0
NG,married,never,27.25,21.75,8.0
NL,married,currently,42.75,54.0,4.0
NL,married,never,24.96,48.68,25.0
NL,married,previously,41.0,13.0,1.0
NO,married,currently,35.0,20.667,3.0
NO,married,never,22.8,55.6,10.0
NP,married,currently,35.0,14.0,2.0
NP,married,never,19.0,70.5,2.0
NZ,married,currently,36.588,38.882,17.0
NZ,married,never,23.306,55.339,62.0
NZ,married,previously,48.333,17.0,3.0
OM,married,currently,45.0,63.0,1.0
OM,married,never,27.0,71.0,1.0
OM,married,previously,50.0,18.0,1.0
PA,married,never,31.0,65.0,1.0
PE,married,never,22.571,40.571,7.0
PH,married,currently,33.211,46.105,19.0
PH,married,never,22.052,63.623,268.0
PK,married,currently,36.2,41.2,5.0
PK,married,never,22.5,65.375,24.0
PK,married,previously,34.5,56.25,4.0
PL,married,currently,39.167,47.0,6.0
PL,married,never,25.381,60.619,42.0
PL,married,previously,30.0,51.0,1.0
PR,married,currently,30.0,36.0,1.0
PR,married,never,54.0,0.0,1.0
PS,married,currently,69.0,12.0,1.0
PS,married,never,21.5,50.5,2.0
PT,married,currently,42.25,52.25,4.0
PT,married,never,21.615,51.692,13.0
PT,married,previously,45.0,73.0,1.0
PY,married,never,31.0,7.0,1.0
QA,married,never,27.0,48.667,3.0
RO,married,currently,45.2,29.0,5.0
RO,married,never,25.325,51.2,40.0
RO,married,previously,31.0,35.0,1.0
RS,married,currently,42.667,34.0,3.0
RS,married,never,25.833,42.333,18.0
RU,married,currently,26.0,45.0,2.0
RU,married,never,20.895,51.316,19.0
RU,married,previously,34.0,71.0,1.0
SA,married,currently,32.778,28.889,9.0
SA,married,never,23.391,63.304,23.0
SA,married,previously,22.0,43.0,1.0
SD,married,never,23.0,41.0,1.0
SE,married,currently,50.5,55.5,2.0
SE,married,never,26.875,61.938,16.0
SE,married,previously,53.0,57.6,5.0
SG,married,currently,36.688,35.562,16.0
SG,married,never,24.016,56.078,64.0
SG,married,previously,32.5,26.75,4.0
SI,married,currently,41.5,58.5,2.0
SI,married,never,21.0,46.0,3.0
SK,married,currently,20.0,31.0,1.0
SK,married,never,21.5,69.667,6.0
SV,married,never,18.5,64.0,2.0
SY,married,never,24.5,37.0,2.0
TH,married,currently,32.4,50.6,5.0
TH,married,never,24.636,55.455,11.0
TH,married,previously,30.0,57.5,2.0
TR,married,currently,39.5,38.0,2.0
TR,married,never,21.583,60.208,24.0
TR,married,previously,48.0,43.0,1.0
TT,married,never,22.0,73.0,3.0
TW,married,currently,28.0,28.0,1.0
TW,married,never,29.2,57.6,5.0
TZ,married,never,23.0,42.0,1.0
UA,married,currently,32.5,41.5,2.0
UA,married,never,21.429,49.143,7.0
US,married,currently,41.284,42.45,462.0
US,married,never,24.076,54.936,1269.0
US,married,previously,47.285,47.006,179.0
UY,married,never,20.0,38.0,1.0
UZ,married,never,18.0,79.0,1.0
VE,married,never,21.0,50.75,4.0
VN,married,currently,33.0,1.0,1.0
VN,married,never,21.867,64.267,15.0
XK,married,never,19.0,63.0,1.0
ZA,married,currently,42.167,53.833,6.0
ZA,married,never,23.316,61.895,19.0
ZW,married,previously,37.0,23.0,1.0
AE,major,business,24.333,71.0,3.0
AE,major,computer science,26.5,48.0,2.0
AE,major,economics,34.0,13.0,1.0
AE,major,medicine,33.0,5.0,1.0
AE,major,nursing,32.0,57.0,1.0
AE,major,pharmacy,38.0,83.0,1.0
AE,major,psychology,25.0,54.2,5.0
AE,major,science,44.0,90.0,1.0
AL,major,architecutre,24.0,63.667,3.0
AL,major,computer science,23.667,57.0,3.0
AL,major,engineering,26.0,30.0,1.0
AL,major,finance,30.0,80.0,2.0
AL,major,law,19.0,62.0,1.0
AL,major,pharmacy,24.0,33.0,1.0
AO,major,law,26.0,51.0,1.0
AO,major,medicine,35.0,20.0,1.0
AR,major,art,29.0,18.0,1.0
AR,major,communication,38.0,74.0,1.0
AR,major,computer science,25.25,51.0,4.0
AR,major,engineering,18.0,36.0,2.0
AR,major,english,21.0,50.0,1.0
AR,major,medicine,17.0,60.0,1.0
AR,major,music,36.0,63.5,2.0
AR,major,sociology,23.0,40.0,1.0
AT,major,art,18.0,64.0,1.0
AT,major,biology,27.5,33.0,2.0
AT,major,communication,28.0,69.0,1.0
AT,major,english,23.0,46.5,2.0
AT,major,medicine,19.0,91.0,1.0
AT,major,physics,21.0,47.0,1.0
AT,major,psychology,23.333,82.667,3.0
AT,major,sociology,19.0,76.0,1.0
AU,major,accounting,35.75,44.75,4.0
AU,major,art,32.385,37.462,13.0
AU,major,biology,40.5,15.5,2.0
AU,major,business,34.7,34.1,10.0
AU,major,communication,29.0,41.5,4.0
AU,major,computer science,29.0,30.333,3.0
AU,major,economics,39.333,65.333,3.0
AU,major,education,34.455,66.727,11.0
AU,major,engineering,34.667,47.333,12.0
AU,major,english,35.143,47.571,7.0
AU,major,finance,53.0,108.0,1.0
AU,major,history,21.5,96.0,2.0
AU,major,law,26.143,50.571,7.0
AU,major,mathematics,21.667,60.0,3.0
AU,major,medicine,29.667,49.889,9.0
AU,major,music,33.5,38.75,4.0
AU,major,none,29.5,62.0,2.0
AU,major,nursing,34.0,45.429,7.0
AU,major,pharmacy,40.0,33.0,1.0
AU,major,political science,26.0,86.0,1.0
AU,major,psychology,32.389,46.972,36.0
AU,major,science,38.733,47.6,15.0
AU,major,sociology,50.6,19.0,5.0
AZ,major,chemistry,16.0,102.0,1.0
AZ,major,psychology,25.0,79.0,1.0
BA,major,architecutre,23.0,39.0,2.0
BA,major,business,45.0,77.0,1.0
BA,major,information technology,21.0,27.0,1.0
BA,major,management,20.0,59.0,1.0
BB,major,english,37.0,101.0,1.0
BD,major,economics,21.0,110.0,1.0
BE,major,chemistry,28.0,36.5,2.0
BE,major,computer science,39.0,53.0,1.0
BE,major,engineering,25.0,63.0,1.0
BE,major,finance,21.0,48.0,1.0
BE,major,law,48.5,49.5,2.0
BE,major,mathematics,32.0,10.0,1.0
BE,major,psychology,25.0,92.0,1.0
BE,major,science,50.0,35.0,1.0
BE,major,sociology,19.0,63.0,1.0
BG,major,business,22.0,18.0,1.0
BG,major,engineering,23.0,66.0,1.0
BG,major,finance,25.0,59.0,1.0
BG,major,law,26.667,29.667,3.0
BG,major,psychology,26.25,62.5,4.0
BN,major,accounting,30.0,20.5,2.0
BN,major,art,20.0,103.0,1.0
BN,major,biology,21.167,48.667,6.0
BN,major,business,25.4,73.2,5.0
BN,major,chemistry,29.0,98.0,1.0
BN,major,computer science,24.8,72.2,5.0
BN,major,economics,20.0,83.0,1.0
BN,major,education,36.0,95.0,1.0
BN,major,engineering,22.8,45.6,5.0
BN,major,english,19.5,79.0,2.0
BN,major,history,20.0,38.0,1.0
BN,major,information technology,27.0,98.5,2.0
BN,major,law,21.0,60.0,1.0
BN,major,mathematics,25.0,55.333,3.0
BN,major,medicine,18.75,66.5,4.0
BN,major,nursing,22.2,64.8,5.0
BN,major,pharmacy,24.0,2.0,1.0
BN,major,psychology,19.714,75.286,7.0
BN,major,science,27.5,46.5,2.0
BO,major,music,19.0,33.0,1.0
BR,major,architecutre,27.5,34.0,2.0
BR,major,art,27.0,50.5,2.0
BR,major,biology,31.333,75.833,6.0
BR,major,business,32.5,83.5,2.0
BR,major,chemistry,43.0,108.0,1.0
BR,major,computer science,21.0,63.8,5.0
BR,major,engineering,21.75,72.25,8.0
BR,major,english,24.6,76.0,5.0
BR,major,history,23.5,55.0,2.0
BR,major,information technology,29.2,49.4,5.0
BR,major,law,24.25,43.625,8.0
BR,major,management,26.0,42.0,1.0
BR,major,mathematics,26.0,61.0,3.0
BR,major,medicine,21.222,56.333,9.0
BR,major,music,24.5,16.0,2.0
BR,major,pharmacy,32.0,9.0,1.0
BR,major,physics,20.0,100.0,1.0
BR,major,psychology,19.571,47.429,7.0
BR,major,sociology,25.0,92.0,1.0
BS,major,art,39.0,64.0,1.0
BS,major,biology,17.0,38.0,1.0
BS,major,psychology,18.0,9.0,1.0
BW,major,psychology,45.0,60.0,1.0
BZ,major,engineering,33.0,22.5,2.0
CA,major,accounting,28.0,49.857,7.0
CA,major,architecutre,27.333,62.333,3.0
CA,major,art,33.571,55.643,14.0
CA,major,biology,23.4,67.533,15.0
CA,major,business,25.708,46.292,24.0
CA,major,chemistry,36.75,38.25,4.0
CA,major,communication,19.5,76.0,2.0
CA,major,computer science,31.765,44.118,17.0
CA,major,economics,31.25,43.25,4.0
CA,major,education,31.5,39.0,2.0
CA,major,engineering,35.25,52.65,20.0
CA,major,english,27.5,56.545,22.0
CA,major,finance,20.5,77.5,2.0
CA,major,history,36.143,52.143,7.0
CA,major,information technology,58.5,22.5,2.0
CA,major,law,31.0,59.222,9.0
CA,major,management,32.0,76.0,1.0
CA,major,mathematics,27.75,77.5,4.0
CA,major,medicine,35.667,49.667,9.0
CA,major,music,34.333,56.0,3.0
CA,major,none,36.5,65.5,2.0
CA,major,nursing,32.889,55.778,9.0
CA,major,physics,28.333,55.333,3.0
CA,major,political science,28.222,38.0,9.0
CA,major,psychology,27.481,50.833,54.0
CA,major,science,24.0,34.4,5.0
CA,major,sociology,31.75,47.875,8.0
CH,major,architecutre,25.0,30.0,2.0
CH,major,art,24.0,72.0,1.0
CH,major,biology,30.0,40.0,2.0
CH,major,business,33.333,24.667,3.0
CH,major,computer science,22.0,81.0,1.0
CH,major,finance,26.0,82.0,1.0
CH,major,history,25.0,56.0,1.0
CH,major,information technology,19.0,13.0,1.0
CH,major,medicine,22.0,31.0,1.0
CH,major,music,24.0,34.0,1.0
CH,major,physics,41.0,38.0,1.0
CH,major,psychology,29.0,37.0,2.0
CL,major,architecutre,24.0,78.0,1.0
CL,major,art,41.0,15.0,1.0
CL,major,computer science,19.0,84.0,1.0
CL,major,education,36.0,47.0,1.0
CL,major,english,20.0,49.0,1.0
CL,major,psychology,29.5,44.0,2.0
CN,major,computer science,18.0,105.0,1.0
CN,major,psychology,21.0,40.0,1.0
CO,major,engineering,45.0,11.0,1.0
CO,major,medicine,22.0,21.0,1.0
CO,major,music,24.0,51.0,1.0
CO,major,psychology,18.0,62.0,1.0
CR,major,art,16.0,83.0,1.0
CR,major,engineering,19.0,91.0,1.0
CR,major,english,23.0,67.0,1.0
CR,major,physics,21.0,58.0,1.0
CZ,major,art,25.0,90.0,1.0
CZ,major,computer science,21.0,31.0,1.0
CZ,major,engineering,23.667,48.667,3.0
CZ,major,information technology,22.2,60.8,5.0
CZ,major,law,25.0,81.0,1.0
CZ,major,mathematics,58.0,70.0,1.0
DE,major,accounting,26.0,35.0,1.0
DE,major,architecutre,28.667,61.667,3.0
DE,major,art,27.5,62.333,6.0
DE,major,biology,36.0,37.0,1.0
DE,major,business,33.5,42.0,2.0
DE,major,chemistry,29.5,80.25,4.0
DE,major,computer science,22.0,54.3,10.0
DE,major,economics,28.75,53.5,4.0
DE,major,education,37.0,61.0,1.0
DE,major,engineering,23.643,55.857,14.0
DE,major,english,24.2,72.8,5.0
DE,major,finance,31.0,60.0,1.0
DE,major,history,32.0,72.0,1.0
DE,major,law,26.333,38.667,6.0
DE,major,management,36.0,32.0,1.0
DE,major,mathematics,24.333,39.333,3.0
DE,major,medicine,29.4,31.2,5.0
DE,major,music,25.8,44.6,5.0
DE,major,none,21.0,58.0,1.0
DE,major,physics,25.667,51.0,3.0
DE,major,political science,28.0,36.0,2.0
DE,major,psychology,24.083,52.917,12.0
DE,major,science,25.0,32.0,1.0
DE,major,sociology,28.5,23.5,2.0
DK,major,biology,39.0,13.0,1.0
DK,major,business,35.0,61.0,1.0
DK,major,engineering,23.5,48.5,2.0
DK,major,english,19.0,48.0,1.0
DK,major,history,48.0,5.0,1.0
DK,major,medicine,27.0,22.5,2.0
DK,major,music,51.0,36.0,1.0
DK,major,psychology,40.333,7.0,3.0
DO,major,architecutre,24.0,30.0,1.0
DO,major,art,28.0,55.0,1.0
DO,major,biology,26.0,94.0,1.0
DO,major,business,27.0,85.0,1.0
DO,major,medicine,23.0,78.0,1.0
DZ,major,english,19.0,71.0,1.0
DZ,major,psychology,21.0,60.0,1.0
EC,major,education,20.0,44.0,1.0
EC,major,english,22.0,82.0,1.0
EC,major,law,21.0,115.0,1.0
EC,major,medicine,23.0,21.0,1.0
EC,major,psychology,19.0,55.0,1.0
EE,major,art,31.0,45.0,1.0
EE,major,engineering,28.0,44.0,1.0
EG,major,business,21.667,62.0,3.0
EG,major,economics,35.5,50.5,2.0
EG,major,engineering,19.0,41.0,1.0
EG,major,english,20.167,97.833,6.0
EG,major,finance,38.0,54.0,1.0
EG,major,medicine,25.19,52.333,21.0
EG,major,psychology,24.0,41.0,1.0
EG,major,sociology,22.0,80.0,1.0
ES,major,architecutre,22.0,36.0,1.0
ES,major,art,36.0,30.0,1.0
ES,major,biology,26.0,25.0,1.0
ES,major,business,22.0,38.0,1.0
ES,major,computer science,19.8,61.2,5.0
ES,major,economics,48.0,49.0,1.0
ES,major,engineering,23.667,34.667,3.0
ES,major,english,26.0,63.0,1.0
ES,major,finance,33.0,69.0,1.0
ES,major,law,42.0,20.0,1.0
ES,major,mathematics,25.5,60.0,2.0
ES,major,music,16.0,92.0,1.0
ES,major,physics,35.0,16.0,1.0
ES,major,sociology,20.0,9.0,1.0
ET,major,architecutre,25.0,8.0,1.0
ET,major,psychology,24.0,84.0,2.0
FI,major,architecutre,24.0,23.0,1.0
FI,major,biology,25.0,53.6,5.0
FI,major,business,40.0,44.0,1.0
FI,major,chemistry,29.0,53.0,1.0
FI,major,communication,27.0,14.0,1.0
FI,major,economics,35.0,69.0,1.0
FI,major,education,30.0,39.0,2.0
FI,major,engineering,30.0,19.0,1.0
FI,major,english,29.0,27.0,1.0
FI,major,mathematics,23.0,46.0,1.0
FI,major,medicine,27.0,66.0,2.0
FI,major,psychology,22.0,66.0,1.0
FR,major,accounting,20.0,51.0,1.0
FR,major,architecutre,30.0,84.0,1.0
FR,major,art,25.667,60.5,6.0
FR,major,biology,26.4,47.0,5.0
FR,major,business,25.667,21.0,3.0
FR,major,chemistry,25.0,43.0,1.0
FR,major,computer science,30.667,39.667,6.0
FR,major,economics,28.0,39.0,4.0
FR,major,engineering,22.0,87.5,4.0
FR,major,english,22.571,71.429,7.0
FR,major,history,33.25,49.25,4.0
FR,major,information technology,37.5,58.5,2.0
FR,major,law,24.0,30.0,5.0
FR,major,mathematics,22.75,63.5,4.0
FR,major,medicine,31.0,60.0,4.0
FR,major,music,20.0,82.0,1.0
FR,major,none,43.0,16.0,1.0
FR,major,physics,29.8,47.0,5.0
FR,major,psychology,20.286,70.0,7.0
FR,major,sociology,26.667,72.0,3.0
GB,major,accounting,20.75,56.0,4.0
GB,major,architecutre,21.667,72.333,3.0
GB,major,art,36.9,54.9,10.0
GB,major,biology,23.273,42.182,11.0
GB,major,business,34.111,53.667,9.0
GB,major,chemistry,32.857,59.286,7.0
GB,major,computer science,23.5,33.5,8.0
GB,major,economics,40.667,62.778,9.0
GB,major,education,44.545,36.818,11.0
GB,major,engineering,29.308,62.154,13.0
GB,major,english,34.607,49.143,28.0
GB,major,finance,34.5,52.5,2.0
GB,major,history,39.643,59.786,14.0
GB,major,information technology,31.333,86.667,3.0
GB,major,law,26.333,39.333,9.0
GB,major,management,30.0,114.0,1.0
GB,major,mathematics,26.353,41.882,17.0
GB,major,medicine,31.667,47.267,15.0
GB,major,music,31.091,56.364,11.0
GB,major,none,48.0,55.333,3.0
GB,major,nursing,39.214,48.286,14.0
GB,major,pharmacy,21.0,23.0,1.0
GB,major,physics,22.167,72.0,6.0
GB,major,psychology,26.786,51.75,56.0
GB,major,science,36.5,77.5,2.0
GB,major,sociology,33.667,55.5,12.0
GE,major,english,18.0,75.0,1.0
GE,major,mathematics,19.0,28.0,1.0
GE,major,psychology,20.0,63.0,1.0
GG,major,law,20.0,73.0,1.0
GH,major,medicine,19.0,60.0,1.0
GR,major,art,32.0,8.0,1.0
GR,major,biology,40.0,40.0,1.0
GR,major,business,23.0,30.0,1.0
GR,major,chemistry,22.333,50.667,3.0
GR,major,economics,24.0,44.0,2.0
GR,major,engineering,37.5,24.5,4.0
GR,major,english,20.0,84.0,1.0
GR,major,law,46.0,18.0,1.0
GR,major,mathematics,24.0,53.0,1.0
GR,major,medicine,35.0,54.5,2.0
GR,major,nursing,27.0,86.0,1.0
GR,major,pharmacy,35.0,10.0,1.0
GR,major,political science,50.0,24.0,1.0
GR,major,psychology,30.333,54.333,3.0
GR,major,sociology,23.0,70.0,1.0
GT,major,art,34.0,34.0,1.0
GT,major,education,40.0,73.0,1.0
GT,major,mathematics,20.0,45.0,1.0
GU,major,mathematics,46.0,34.0,1.0
HK,major,accounting,24.333,55.0,3.0
HK,major,biology,25.0,12.0,1.0
HK,major,business,21.0,40.0,2.0
HK,major,communication,20.0,45.0,1.0
HK,major,computer science,20.0,60.0,1.0
HK,major,engineering,23.0,65.0,2.0
HK,major,english,29.5,40.5,2.0
HK,major,information technology,18.0,86.0,1.0
HK,major,mathematics,34.0,117.0,1.0
HK,major,medicine,21.0,28.0,1.0
HK,major,psychology,26.333,54.0,3.0
HN,major,medicine,33.0,8.0,1.0
HR,major,chemistry,32.0,75.333,3.0
HR,major,computer science,42.0,39.0,1.0
HR,major,engineering,31.0,47.0,1.0
HR,major,english,40.0,78.0,1.0
HR,major,law,21.333,53.667,3.0
HR,major,medicine,40.0,3.0,1.0
HR,major,physics,30.0,56.0,1.0
HR,major,psychology,28.4,30.8,5.0
HU,major,accounting,40.0,52.0,1.0
HU,major,art,18.0,13.0,1.0
HU,major,business,43.0,5.0,1.0
HU,major,computer science,35.0,42.0,1.0
HU,major,economics,31.5,69.5,2.0
HU,major,engineering,25.0,30.0,1.0
HU,major,english,20.5,80.5,2.0
HU,major,history,35.5,40.5,2.0
HU,major,mathematics,19.0,14.0,1.0
HU,major,medicine,21.0,51.0,1.0
HU,major,psychology,19.0,50.0,1.0
ID,major,accounting,22.706,54.118,17.0
ID,major,architecutre,22.75,73.0,8.0
ID,major,art,20.5,66.0,6.0
ID,major,biology,21.5,56.375,8.0
ID,major,business,23.316,52.842,19.0
ID,major,communication,21.2,58.35,20.0
ID,major,computer science,21.8,50.5,10.0
ID,major,economics,23.0,45.0,22.0
ID,major,education,24.333,79.333,3.0
ID,major,engineering,23.0,54.559,34.0
ID,major,english,21.591,56.273,66.0
ID,major,finance,20.5,42.5,2.0
ID,major,history,26.0,61.5,2.0
ID,major,information technology,24.5,81.0,4.0
ID,major,law,21.24,53.84,25.0
ID,major,management,20.846,55.462,13.0
ID,major,mathematics,21.167,63.333,6.0
ID,major,medicine,22.441,48.794,34.0
ID,major,none,17.0,79.5,2.0
ID,major,nursing,21.0,58.667,3.0
ID,major,pharmacy,23.714,60.571,7.0
ID,major,physics,25.0,89.0,1.0
ID,major,political science,24.5,25.5,2.0
ID,major,psychology,21.021,61.104,48.0
ID,major,science,25.0,61.5,2.0
IE,major,chemistry,31.0,19.0,1.0
IE,major,computer science,24.8,34.2,5.0
IE,major,economics,27.0,31.5,2.0
IE,major,engineering,35.0,35.667,3.0
IE,major,english,20.0,76.0,1.0
IE,major,history,27.667,88.0,3.0
IE,major,law,40.5,65.5,4.0
IE,major,management,42.0,27.0,1.0
IE,major,mathematics,21.5,46.0,2.0
IE,major,medicine,23.5,63.5,2.0
IE,major,nursing,47.0,62.0,1.0
IE,major,physics,42.0,50.5,2.0
IE,major,psychology,27.0,39.5,4.0
IL,major,biology,31.0,52.0,1.0
IL,major,engineering,56.0,56.0,1.0
IL,major,law,33.0,52.0,1.0
IL,major,medicine,22.0,67.0,1.0
IL,major,music,26.0,42.0,1.0
IL,major,psychology,20.0,67.0,1.0
IN,major,accounting,27.333,44.0,3.0
IN,major,architecutre,29.5,73.0,2.0
IN,major,art,22.25,32.75,4.0
IN,major,biology,22.5,29.5,2.0
IN,major,business,27.174,46.783,23.0
IN,major,chemistry,24.333,72.333,3.0
IN,major,computer science,26.053,48.737,19.0
IN,major,economics,29.857,52.143,7.0
IN,major,education,35.5,45.0,2.0
IN,major,engineering,25.6,53.64,50.0
IN,major,english,25.0,58.217,23.0
IN,major,finance,31.625,36.75,8.0
IN,major,law,21.875,59.625,8.0
IN,major,management,41.5,49.75,4.0
IN,major,mathematics,26.75,34.5,4.0
IN,major,medicine,25.214,49.0,14.0
IN,major,none,30.0,20.0,1.0
IN,major,pharmacy,38.0,38.0,1.0
IN,major,physics,26.833,52.833,6.0
IN,major,political science,30.0,78.4,5.0
IN,major,psychology,26.0,57.0,26.0
IN,major,science,29.5,46.0,4.0
IR,major,computer science,52.0,24.0,1.0
IR,major,engineering,40.0,52.0,1.0
IR,major,medicine,32.0,53.0,1.0
IS,major,art,25.0,30.0,1.0
IS,major,economics,18.0,0.0,1.0
IS,major,engineering,46.0,27.0,1.0
IS,major,english,29.5,89.0,2.0
IS,major,law,34.0,67.0,1.0
IS,major,medicine,26.0,33.5,2.0
IS,major,psychology,35.0,9.0,1.0
IT,major,art,31.75,66.5,4.0
IT,major,biology,21.5,67.0,2.0
IT,major,communication,23.0,65.0,1.0
IT,major,computer science,25.0,53.0,1.0
IT,major,economics,22.0,16.0,1.0
IT,major,engineering,24.5,49.0,2.0
IT,major,english,24.5,58.0,2.0
IT,major,finance,24.0,36.0,1.0
IT,major,history,32.0,77.0,1.0
IT,major,information technology,22.0,58.0,3.0
IT,major,law,30.333,50.667,3.0
IT,major,mathematics,29.5,26.5,2.0
IT,major,medicine,26.0,35.5,2.0
IT,major,nursing,19.0,121.0,1.0
IT,major,pharmacy,26.0,90.0,1.0
IT,major,physics,28.667,33.667,3.0
IT,major,psychology,23.0,67.727,11.0
IT,major,sociology,47.0,58.0,1.0
JM,major,accounting,20.0,88.0,1.0
JM,major,art,21.0,60.0,2.0
JM,major,business,20.0,48.5,2.0
JM,major,chemistry,21.5,72.5,2.0
JM,major,communication,21.0,64.0,2.0
JM,major,computer science,26.0,32.75,4.0
JM,major,education,26.0,50.0,1.0
JM,major,history,19.0,46.0,1.0
JM,major,medicine,28.0,59.6,5.0
JM,major,psychology,20.0,56.5,2.0
JM,major,sociology,57.0,22.0,1.0
JO,major,computer science,25.0,7.0,1.0
JO,major,economics,21.0,17.0,1.0
JO,major,finance,21.0,53.0,3.0
JO,major,law,30.333,35.667,3.0
JO,major,medicine,23.0,65.5,2.0
JP,major,accounting,28.0,34.0,1.0
JP,major,biology,27.0,51.0,1.0
JP,major,chemistry,18.0,55.0,1.0
JP,major,computer science,21.5,58.75,4.0
JP,major,economics,22.0,48.0,1.0
JP,major,education,21.0,61.0,1.0
JP,major,engineering,22.12,35.44,25.0
JP,major,physics,30.0,66.5,2.0
JP,major,sociology,25.0,58.0,1.0
KH,major,english,23.0,60.0,1.0
KR,major,architecutre,21.0,93.0,1.0
KR,major,business,32.0,87.0,1.0
KR,major,communication,19.0,78.0,1.0
KR,major,computer science,22.667,45.667,3.0
KR,major,engineering,22.0,56.0,1.0
KR,major,english,26.0,39.0,1.0
KR,major,finance,22.0,94.0,1.0
KR,major,psychology,32.0,39.0,1.0
KR,major,science,24.0,9.0,1.0
KW,major,english,21.5,80.5,2.0
KW,major,psychology,36.0,83.0,1.0
KZ,major,sociology,23.0,78.0,1.0
LB,major,biology,23.0,36.0,1.0
LB,major,business,24.0,46.0,1.0
LB,major,law,30.0,88.0,1.0
LB,major,psychology,28.5,59.0,2.0
LK,major,engineering,18.0,95.0,1.0
LK,major,english,24.667,68.333,3.0
LK,major,physics,23.0,104.0,1.0
LK,major,psychology,61.0,3.0,1.0
LT,major,biology,19.0,51.5,2.0
LT,major,computer science,25.5,61.5,2.0
LT,major,economics,25.0,36.0,1.0
LT,major,medicine,22.0,2.0,1.0
LT,major,political science,29.0,28.0,1.0
LV,major,business,16.0,81.0,1.0
LV,major,medicine,30.0,5.0,1.0
LV,major,psychology,20.0,31.5,2.0
MA,major,architecutre,20.5,30.0,2.0
MA,major,business,22.0,80.0,1.0
MA,major,economics,21.5,56.0,2.0
MA,major,engineering,22.0,85.0,1.0
MA,major,english,21.0,66.0,1.0
MA,major,law,18.0,89.0,1.0
MA,major,management,23.0,7.0,1.0
MA,major,medicine,26.5,36.5,2.0
MA,major,psychology,16.0,96.0,1.0
MD,major,engineering,30.0,41.0,1.0
MK,major,art,16.0,122.0,1.0
MK,major,physics,18.0,55.0,1.0
MK,major,psychology,20.5,75.0,2.0
MN,major,medicine,21.0,49.0,1.0
MO,major,medicine,16.0,62.0,1.0
MU,major,business,22.5,89.5,2.0
MV,major,business,21.333,52.0,3.0
MX,major,accounting,23.0,14.0,1.0
MX,major,art,32.4,49.8,5.0
MX,major,business,19.5,43.5,2.0
MX,major,communication,22.0,63.0,2.0
MX,major,computer science,23.667,39.0,3.0
MX,major,education,36.0,54.0,1.0
MX,major,engineering,21.5,34.5,6.0
